scenario,beta,c,gamma,mean_reproduction_number,mean_peak_I,std_peak_I,mean_peak_time,mean_final_size,std_final_size,mean_events_count
contact_scan,0.05,6.0,0.25,1.2000000000000002,54.6,15.852444606432158,26.663344136678795,380.4,86.48583699080444,751.4
contact_scan,0.05,10.0,0.25,2.0,170.2,20.141995928904365,17.817169477401716,806.2,25.859234327411937,1602.4
contact_scan,0.05,14.0,0.25,2.8000000000000003,265.2,11.64903429473877,13.043362538909594,914.0,7.14142842854285,1818.0
