t,S,I,R
21.555300295136554,380,95,525
21.627280696502794,379,96,525
21.717687004997742,379,95,526
21.752108434558888,379,94,527
21.770438661971085,379,93,528
21.785137461736646,378,94,528
21.8246865429977,378,93,529
21.85139749529159,378,92,530
21.85614795636868,377,93,530
21.91039978871514,377,92,531
21.912596282004625,377,91,532
21.918018668175506,377,90,533
21.973915934808357,376,91,533
21.98367528582869,375,92,533
22.00752837832023,374,93,533
22.01774820526921,373,94,533
22.01798173704633,372,95,533
22.038164734451183,371,96,533
22.047590116834375,371,95,534
22.048236840392512,371,94,535
22.052446076104683,371,93,536
22.068020192336785,371,92,537
22.088571578393328,371,91,538
22.101458263867663,371,90,539
22.116849574063774,370,91,539
22.11907620123172,369,92,539
22.1424677744574,369,91,540
22.16022039232378,369,90,541
22.170073992707653,369,89,542
22.174512006611124,368,90,542
22.182231593729597,368,89,543
22.272894742669706,367,90,543
22.299753853968074,367,89,544
22.300601343975057,366,90,544
22.45315661236893,365,91,544
22.517370624262526,365,90,545
22.527669310921464,365,89,546
22.532929289364084,365,88,547
22.551247693961546,365,87,548
22.562443944177407,365,86,549
22.61634886280738,364,87,549
22.62939275977746,364,86,550
22.763090179354137,364,85,551
22.811739850610746,363,86,551
22.819982419328944,363,85,552
22.85709356567663,363,84,553
22.88256008236819,362,85,553
22.889632564584133,362,84,554
22.90011605027282,361,85,554
22.955984363581805,361,84,555
22.985372835619906,361,83,556
23.00672270173192,360,84,556
23.011487784006505,359,85,556
23.030095536816887,359,84,557
23.050173759589928,358,85,557
23.07762236820483,358,84,558
23.098746222427426,357,85,558
23.13557786979039,356,86,558
23.167033555243744,356,85,559
23.237934976840677,356,84,560
23.25560990548246,355,85,560
23.266226574263158,355,84,561
23.37151026305107,355,83,562
23.37327330869313,354,84,562
23.373303391014847,354,83,563
23.375299112636924,353,84,563
23.395123253338966,352,85,563
23.43611193202324,352,84,564
23.474119582948962,351,85,564
23.479416570386686,350,86,564
23.51583119758829,350,85,565
23.538701711289754,350,84,566
23.576726718280515,349,85,566
23.581566994262033,349,84,567
23.588857512927277,349,83,568
23.627456118336923,348,84,568
23.696444277237976,347,85,568
23.743192039641723,346,86,568
23.744924759350965,346,85,569
23.751882653062953,345,86,569
23.787182812015622,344,87,569
23.822014558935436,344,86,570
23.849129667152468,343,87,570
23.858915072584576,343,86,571
23.885064832188167,343,85,572
23.921737420204387,343,84,573
23.94138224619126,343,83,574
23.944566471647693,342,84,574
23.949411864219613,341,85,574
23.977864066705045,341,84,575
23.997209230090892,341,83,576
24.00048503322618,340,84,576
24.000910694247825,340,83,577
24.00456161941557,340,82,578
24.056602386388512,340,81,579
24.05783846913841,339,82,579
24.11525775755825,339,81,580
24.166922500210436,339,80,581
24.212520342492898,338,81,581
24.21429360861761,338,80,582
24.240892236192376,337,81,582
24.289832890804266,336,82,582
24.408770133759493,335,83,582
24.496489882972455,334,84,582
24.512700655852846,333,85,582
24.56807096976602,332,86,582
24.589490370632536,331,87,582
24.5908290814804,331,86,583
24.615659555673034,331,85,584
24.681303628952687,331,84,585
24.697715888150455,330,85,585
24.706247475105357,329,86,585
24.70996504374824,329,85,586
24.710371588592597,328,86,586
24.730645226753822,327,87,586
24.74091007981894,327,86,587
24.77687540917089,326,87,587
24.791196175073917,325,88,587
24.823711323792654,325,87,588
24.873126459869358,324,88,588
24.874296412641275,323,89,588
24.876201440642753,322,90,588
24.882440221750034,322,89,589
24.90336371101386,321,90,589
24.925935112561028,320,91,589
24.95737334900406,320,90,590
25.055392364869164,319,91,590
25.079271554774888,319,90,591
25.101300768850166,318,91,591
25.127452130611026,318,90,592
25.134460732481582,317,91,592
25.137000619143688,317,90,593
25.17061075996015,317,89,594
25.17312374194552,317,88,595
25.175435322279707,317,87,596
25.182132385778374,317,86,597
25.24565260334025,316,87,597
25.293580087987973,315,88,597
25.316913814265963,315,87,598
25.385182988317407,314,88,598
25.40531244707503,314,87,599
25.440692624695835,313,88,599
25.443977521626255,313,87,600
25.475187212803487,313,86,601
25.5020199214844,313,85,602
25.536066525975812,313,84,603
25.53961359980188,313,83,604
25.58150163210517,312,84,604
25.63634270984845,311,85,604
25.653628358760088,311,84,605
25.665971613810235,311,83,606
25.67525261832315,311,82,607
25.698045054049892,310,83,607
25.719881656715582,309,84,607
25.805327980106,309,83,608
25.844204573072044,309,82,609
25.876669191833546,309,81,610
25.884050800196878,309,80,611
25.88926401344146,309,79,612
25.909742607934124,309,78,613
25.939601834145282,309,77,614
25.945881737113318,309,76,615
25.989897871965844,309,75,616
25.996140198437,309,74,617
26.000484858370587,308,75,617
26.016238142320336,308,74,618
26.0621741902929,307,75,618
26.113135854453397,307,74,619
26.172267767160946,306,75,619
26.260500260051632,306,74,620
26.372643824527522,306,73,621
26.388272282778246,306,72,622
26.42022610620442,305,73,622
26.504214570859244,304,74,622
26.515434885843266,303,75,622
26.541157234354017,303,74,623
26.65666812190044,303,73,624
26.692580964572592,303,72,625
26.694923000113487,303,71,626
26.696398002163324,303,70,627
26.755441329708496,303,69,628
26.761112725090292,303,68,629
26.892570671270704,302,69,629
26.89277015212975,302,68,630
26.949228223533684,301,69,630
26.99600061901115,301,68,631
26.99851217346244,301,67,632
27.00881808983854,300,68,632
27.057867308766514,300,67,633
27.07430651126169,300,66,634
27.117610984683058,299,67,634
27.153020692418103,298,68,634
27.173566521536706,298,67,635
27.23152770904161,298,66,636
27.234970973376278,298,65,637
27.251816427853957,298,64,638
27.335973161729942,298,63,639
27.396265780981487,298,62,640
27.482037815547077,298,61,641
27.495059797610814,297,62,641
27.512563994411757,297,61,642
27.591773916852272,296,62,642
27.610866243810417,296,61,643
27.718331642631785,296,60,644
27.763196310929818,296,59,645
27.801434350154704,296,58,646
27.801783572437955,296,57,647
27.972390478742717,296,56,648
28.074956818117375,296,55,649
28.111417269115275,295,56,649
28.249511260563242,295,55,650
28.251957421888164,295,54,651
28.263219088228066,294,55,651
28.334027205513365,293,56,651
28.438397030674818,292,57,651
28.579374615326895,291,58,651
28.5983091232718,291,57,652
28.629334982713385,291,56,653
28.729650454756055,290,57,653
28.831719759201807,289,58,653
28.863854536895104,289,57,654
28.879730255569292,289,56,655
28.892650631291854,288,57,655
28.979364987355112,287,58,655
29.076317000618715,286,59,655
29.082079921029056,286,58,656
29.12453686268475,285,59,656
29.16382823110979,285,58,657
29.194107703633446,284,59,657
29.25963956395957,284,58,658
29.311835142881076,284,57,659
29.342159682746484,283,58,659
29.49325411980989,283,57,660
29.547677420634674,282,58,660
29.55611044091524,282,57,661
29.58440476916079,282,56,662
29.637314231400122,282,55,663
29.679672796580533,282,54,664
29.70743495310051,281,55,664
29.72243863605914,281,54,665
29.787570446409706,281,53,666
29.81398777388762,281,52,667
29.835315168889522,281,51,668
29.83600133547828,280,52,668
29.859041386921607,280,51,669
29.894081579799813,279,52,669
30.023684625479465,278,53,669
30.07559050747964,278,52,670
30.12183496571291,278,51,671
30.20734947978738,278,50,672
30.2714311983147,277,51,672
30.2886716362021,277,50,673
30.325851403077344,277,49,674
30.421178998764947,276,50,674
30.42443367864918,275,51,674
30.54773501007595,275,50,675
30.555499915086322,275,49,676
30.58805468239877,274,50,676
30.688225037798375,274,49,677
30.69535467240422,274,48,678
30.732822341712318,273,49,678
30.757811064062054,273,48,679
30.768721692891454,272,49,679
30.80405702481416,272,48,680
30.969432835788428,271,49,680
31.13188606076125,271,48,681
31.139970876646164,271,47,682
