t,S,I,R,scenario,beta,c,gamma,replication,seed
0.0,990,10,0,beta_scan,0.03,10.0,0.25,1,1101
0.24966741739657347,990,9,1,beta_scan,0.03,10.0,0.25,1,1101
0.3534814073550157,990,8,2,beta_scan,0.03,10.0,0.25,1,1101
0.5901942771134229,990,7,3,beta_scan,0.03,10.0,0.25,1,1101
0.7050209512303502,990,6,4,beta_scan,0.03,10.0,0.25,1,1101
0.7835011259740796,990,5,5,beta_scan,0.03,10.0,0.25,1,1101
1.3109759326323716,990,4,6,beta_scan,0.03,10.0,0.25,1,1101
1.3992718192488651,989,5,6,beta_scan,0.03,10.0,0.25,1,1101
1.402096229233794,988,6,6,beta_scan,0.03,10.0,0.25,1,1101
1.7949899143789325,988,5,7,beta_scan,0.03,10.0,0.25,1,1101
1.9006422614543443,987,6,7,beta_scan,0.03,10.0,0.25,1,1101
2.0524815097210176,986,7,7,beta_scan,0.03,10.0,0.25,1,1101
2.3561820658851627,986,6,8,beta_scan,0.03,10.0,0.25,1,1101
2.8390711659609282,985,7,8,beta_scan,0.03,10.0,0.25,1,1101
2.8880974446953456,984,8,8,beta_scan,0.03,10.0,0.25,1,1101
2.947882699055461,984,7,9,beta_scan,0.03,10.0,0.25,1,1101
3.0078143947510823,984,6,10,beta_scan,0.03,10.0,0.25,1,1101
3.0144062557617577,983,7,10,beta_scan,0.03,10.0,0.25,1,1101
3.024794922696811,982,8,10,beta_scan,0.03,10.0,0.25,1,1101
3.1828281361308104,982,7,11,beta_scan,0.03,10.0,0.25,1,1101
3.4907711203138088,982,6,12,beta_scan,0.03,10.0,0.25,1,1101
3.503674333718748,982,5,13,beta_scan,0.03,10.0,0.25,1,1101
3.5694613768282157,982,4,14,beta_scan,0.03,10.0,0.25,1,1101
4.994264802934123,982,3,15,beta_scan,0.03,10.0,0.25,1,1101
5.336286560382993,982,2,16,beta_scan,0.03,10.0,0.25,1,1101
5.683640250783637,981,3,16,beta_scan,0.03,10.0,0.25,1,1101
6.427222684235655,981,2,17,beta_scan,0.03,10.0,0.25,1,1101
6.504595121293724,980,3,17,beta_scan,0.03,10.0,0.25,1,1101
7.3946531752436,979,4,17,beta_scan,0.03,10.0,0.25,1,1101
7.724825865061429,978,5,17,beta_scan,0.03,10.0,0.25,1,1101
7.727382627376173,978,4,18,beta_scan,0.03,10.0,0.25,1,1101
8.460890936415856,977,5,18,beta_scan,0.03,10.0,0.25,1,1101
8.691894810997546,977,4,19,beta_scan,0.03,10.0,0.25,1,1101
8.956790348019892,977,3,20,beta_scan,0.03,10.0,0.25,1,1101
9.553474548825104,977,2,21,beta_scan,0.03,10.0,0.25,1,1101
9.769687371722824,976,3,21,beta_scan,0.03,10.0,0.25,1,1101
9.954638135145228,976,2,22,beta_scan,0.03,10.0,0.25,1,1101
10.1521177767417,976,1,23,beta_scan,0.03,10.0,0.25,1,1101
11.191333730035618,975,2,23,beta_scan,0.03,10.0,0.25,1,1101
14.661946065311001,975,1,24,beta_scan,0.03,10.0,0.25,1,1101
15.040955177365609,974,2,24,beta_scan,0.03,10.0,0.25,1,1101
15.656843415228149,973,3,24,beta_scan,0.03,10.0,0.25,1,1101
15.84050683859171,972,4,24,beta_scan,0.03,10.0,0.25,1,1101
16.770969992822067,971,5,24,beta_scan,0.03,10.0,0.25,1,1101
17.702180365062965,970,6,24,beta_scan,0.03,10.0,0.25,1,1101
17.934711725179888,970,5,25,beta_scan,0.03,10.0,0.25,1,1101
18.686657052022294,970,4,26,beta_scan,0.03,10.0,0.25,1,1101
18.69887450177244,970,3,27,beta_scan,0.03,10.0,0.25,1,1101
20.189521741921105,969,4,27,beta_scan,0.03,10.0,0.25,1,1101
20.943780563447262,969,3,28,beta_scan,0.03,10.0,0.25,1,1101
21.261227712022087,969,2,29,beta_scan,0.03,10.0,0.25,1,1101
21.637708477562033,969,1,30,beta_scan,0.03,10.0,0.25,1,1101
22.948283418321108,969,0,31,beta_scan,0.03,10.0,0.25,1,1101
100.0,969,0,31,beta_scan,0.03,10.0,0.25,1,1101
0.0,990,10,0,beta_scan,0.03,10.0,0.25,2,1102
0.07411160134864676,989,11,0,beta_scan,0.03,10.0,0.25,2,1102
0.07762245711124331,989,10,1,beta_scan,0.03,10.0,0.25,2,1102
0.18973198106342679,988,11,1,beta_scan,0.03,10.0,0.25,2,1102
0.951871833005655,988,10,2,beta_scan,0.03,10.0,0.25,2,1102
0.9663300099836227,988,9,3,beta_scan,0.03,10.0,0.25,2,1102
1.1454148549782825,988,8,4,beta_scan,0.03,10.0,0.25,2,1102
1.1855251591376288,987,9,4,beta_scan,0.03,10.0,0.25,2,1102
1.622321810783022,987,8,5,beta_scan,0.03,10.0,0.25,2,1102
1.643175867739456,986,9,5,beta_scan,0.03,10.0,0.25,2,1102
1.8712946340144814,985,10,5,beta_scan,0.03,10.0,0.25,2,1102
2.0856313299576423,985,9,6,beta_scan,0.03,10.0,0.25,2,1102
2.323159039327196,984,10,6,beta_scan,0.03,10.0,0.25,2,1102
2.7747432137210706,984,9,7,beta_scan,0.03,10.0,0.25,2,1102
3.394271357823051,984,8,8,beta_scan,0.03,10.0,0.25,2,1102
4.215122051701221,983,9,8,beta_scan,0.03,10.0,0.25,2,1102
4.977061671333708,983,8,9,beta_scan,0.03,10.0,0.25,2,1102
5.236868056820208,983,7,10,beta_scan,0.03,10.0,0.25,2,1102
5.41444380115635,983,6,11,beta_scan,0.03,10.0,0.25,2,1102
5.43510769315252,982,7,11,beta_scan,0.03,10.0,0.25,2,1102
5.764406417603499,981,8,11,beta_scan,0.03,10.0,0.25,2,1102
6.079361336408559,980,9,11,beta_scan,0.03,10.0,0.25,2,1102
6.542593082221031,979,10,11,beta_scan,0.03,10.0,0.25,2,1102
6.548441012319215,978,11,11,beta_scan,0.03,10.0,0.25,2,1102
6.693561274548024,978,10,12,beta_scan,0.03,10.0,0.25,2,1102
6.741973707894762,978,9,13,beta_scan,0.03,10.0,0.25,2,1102
6.81048478995229,977,10,13,beta_scan,0.03,10.0,0.25,2,1102
6.834209945298618,976,11,13,beta_scan,0.03,10.0,0.25,2,1102
6.986723663457735,975,12,13,beta_scan,0.03,10.0,0.25,2,1102
7.038884799132798,974,13,13,beta_scan,0.03,10.0,0.25,2,1102
7.089605407078568,973,14,13,beta_scan,0.03,10.0,0.25,2,1102
7.128056879471068,973,13,14,beta_scan,0.03,10.0,0.25,2,1102
7.167578045755739,973,12,15,beta_scan,0.03,10.0,0.25,2,1102
7.246873876913696,973,11,16,beta_scan,0.03,10.0,0.25,2,1102
7.401643816350607,972,12,16,beta_scan,0.03,10.0,0.25,2,1102
7.481028610449644,972,11,17,beta_scan,0.03,10.0,0.25,2,1102
7.952269934790133,972,10,18,beta_scan,0.03,10.0,0.25,2,1102
8.795634615444099,971,11,18,beta_scan,0.03,10.0,0.25,2,1102
8.879965223146986,970,12,18,beta_scan,0.03,10.0,0.25,2,1102
8.920960277481793,969,13,18,beta_scan,0.03,10.0,0.25,2,1102
9.364942943009462,968,14,18,beta_scan,0.03,10.0,0.25,2,1102
9.480375966947337,967,15,18,beta_scan,0.03,10.0,0.25,2,1102
9.582731429715553,966,16,18,beta_scan,0.03,10.0,0.25,2,1102
9.636823246033073,965,17,18,beta_scan,0.03,10.0,0.25,2,1102
10.321424659880906,964,18,18,beta_scan,0.03,10.0,0.25,2,1102
10.381449699604287,963,19,18,beta_scan,0.03,10.0,0.25,2,1102
10.555595490545947,963,18,19,beta_scan,0.03,10.0,0.25,2,1102
10.596542674195273,962,19,19,beta_scan,0.03,10.0,0.25,2,1102
10.788619373570516,961,20,19,beta_scan,0.03,10.0,0.25,2,1102
10.844486116318288,961,19,20,beta_scan,0.03,10.0,0.25,2,1102
10.991646721095506,960,20,20,beta_scan,0.03,10.0,0.25,2,1102
11.112637800471282,960,19,21,beta_scan,0.03,10.0,0.25,2,1102
11.236133582819257,959,20,21,beta_scan,0.03,10.0,0.25,2,1102
11.370852099324182,958,21,21,beta_scan,0.03,10.0,0.25,2,1102
11.373207010075578,957,22,21,beta_scan,0.03,10.0,0.25,2,1102
11.386723397187952,957,21,22,beta_scan,0.03,10.0,0.25,2,1102
11.409116000695764,956,22,22,beta_scan,0.03,10.0,0.25,2,1102
11.523986094282947,955,23,22,beta_scan,0.03,10.0,0.25,2,1102
11.579008236473307,955,22,23,beta_scan,0.03,10.0,0.25,2,1102
11.700146501256771,955,21,24,beta_scan,0.03,10.0,0.25,2,1102
11.715847866555526,954,22,24,beta_scan,0.03,10.0,0.25,2,1102
11.762333120928645,953,23,24,beta_scan,0.03,10.0,0.25,2,1102
11.866786564096007,952,24,24,beta_scan,0.03,10.0,0.25,2,1102
11.922894457192575,952,23,25,beta_scan,0.03,10.0,0.25,2,1102
12.091979115108334,951,24,25,beta_scan,0.03,10.0,0.25,2,1102
12.12863549996424,951,23,26,beta_scan,0.03,10.0,0.25,2,1102
12.201001861273044,950,24,26,beta_scan,0.03,10.0,0.25,2,1102
12.22233678456469,950,23,27,beta_scan,0.03,10.0,0.25,2,1102
12.251001885985913,949,24,27,beta_scan,0.03,10.0,0.25,2,1102
12.299969951174933,948,25,27,beta_scan,0.03,10.0,0.25,2,1102
12.411423094849678,947,26,27,beta_scan,0.03,10.0,0.25,2,1102
12.474011323155196,947,25,28,beta_scan,0.03,10.0,0.25,2,1102
12.502922743433599,946,26,28,beta_scan,0.03,10.0,0.25,2,1102
12.58378888533244,946,25,29,beta_scan,0.03,10.0,0.25,2,1102
12.606440709829133,945,26,29,beta_scan,0.03,10.0,0.25,2,1102
12.764314953201529,944,27,29,beta_scan,0.03,10.0,0.25,2,1102
13.053031465970335,943,28,29,beta_scan,0.03,10.0,0.25,2,1102
13.094003401087802,943,27,30,beta_scan,0.03,10.0,0.25,2,1102
13.15577470338994,943,26,31,beta_scan,0.03,10.0,0.25,2,1102
13.203148983822816,942,27,31,beta_scan,0.03,10.0,0.25,2,1102
13.231524232118833,941,28,31,beta_scan,0.03,10.0,0.25,2,1102
13.246592977103129,940,29,31,beta_scan,0.03,10.0,0.25,2,1102
13.285551786385408,940,28,32,beta_scan,0.03,10.0,0.25,2,1102
13.383010814499526,940,27,33,beta_scan,0.03,10.0,0.25,2,1102
13.49188450762847,940,26,34,beta_scan,0.03,10.0,0.25,2,1102
13.524997943528431,939,27,34,beta_scan,0.03,10.0,0.25,2,1102
13.526856720801488,938,28,34,beta_scan,0.03,10.0,0.25,2,1102
13.560419782055874,937,29,34,beta_scan,0.03,10.0,0.25,2,1102
13.638361308902468,937,28,35,beta_scan,0.03,10.0,0.25,2,1102
13.695762135490247,937,27,36,beta_scan,0.03,10.0,0.25,2,1102
13.706406791778273,937,26,37,beta_scan,0.03,10.0,0.25,2,1102
13.747286158882856,937,25,38,beta_scan,0.03,10.0,0.25,2,1102
13.777859481633405,937,24,39,beta_scan,0.03,10.0,0.25,2,1102
13.787615633597147,936,25,39,beta_scan,0.03,10.0,0.25,2,1102
13.798076843589415,936,24,40,beta_scan,0.03,10.0,0.25,2,1102
13.815034097086949,935,25,40,beta_scan,0.03,10.0,0.25,2,1102
13.870804009880823,935,24,41,beta_scan,0.03,10.0,0.25,2,1102
13.878926199649026,934,25,41,beta_scan,0.03,10.0,0.25,2,1102
13.949573258145035,934,24,42,beta_scan,0.03,10.0,0.25,2,1102
13.977467337205947,933,25,42,beta_scan,0.03,10.0,0.25,2,1102
14.089577102555422,933,24,43,beta_scan,0.03,10.0,0.25,2,1102
14.128169327929196,933,23,44,beta_scan,0.03,10.0,0.25,2,1102
14.261736626425122,933,22,45,beta_scan,0.03,10.0,0.25,2,1102
14.813292493762981,932,23,45,beta_scan,0.03,10.0,0.25,2,1102
14.822448393529253,932,22,46,beta_scan,0.03,10.0,0.25,2,1102
14.845243821238112,932,21,47,beta_scan,0.03,10.0,0.25,2,1102
14.889315027734469,931,22,47,beta_scan,0.03,10.0,0.25,2,1102
14.922000180251533,931,21,48,beta_scan,0.03,10.0,0.25,2,1102
15.050221036886873,930,22,48,beta_scan,0.03,10.0,0.25,2,1102
15.067286538372226,929,23,48,beta_scan,0.03,10.0,0.25,2,1102
15.141974287201402,929,22,49,beta_scan,0.03,10.0,0.25,2,1102
15.24801377747958,929,21,50,beta_scan,0.03,10.0,0.25,2,1102
15.27237519910711,929,20,51,beta_scan,0.03,10.0,0.25,2,1102
15.31473555376882,929,19,52,beta_scan,0.03,10.0,0.25,2,1102
15.379592166653053,929,18,53,beta_scan,0.03,10.0,0.25,2,1102
15.531005392064216,928,19,53,beta_scan,0.03,10.0,0.25,2,1102
15.644733036088365,928,18,54,beta_scan,0.03,10.0,0.25,2,1102
15.680869503244422,927,19,54,beta_scan,0.03,10.0,0.25,2,1102
15.922390536756282,927,18,55,beta_scan,0.03,10.0,0.25,2,1102
15.963150632899852,926,19,55,beta_scan,0.03,10.0,0.25,2,1102
15.992925853281347,925,20,55,beta_scan,0.03,10.0,0.25,2,1102
16.01629508454263,924,21,55,beta_scan,0.03,10.0,0.25,2,1102
16.018868506110586,923,22,55,beta_scan,0.03,10.0,0.25,2,1102
16.206084254483102,922,23,55,beta_scan,0.03,10.0,0.25,2,1102
16.20959285551206,921,24,55,beta_scan,0.03,10.0,0.25,2,1102
16.30211328335208,920,25,55,beta_scan,0.03,10.0,0.25,2,1102
16.36641879200102,920,24,56,beta_scan,0.03,10.0,0.25,2,1102
16.413159489335264,920,23,57,beta_scan,0.03,10.0,0.25,2,1102
16.418968039735816,919,24,57,beta_scan,0.03,10.0,0.25,2,1102
16.468187808271377,919,23,58,beta_scan,0.03,10.0,0.25,2,1102
16.505002299902976,919,22,59,beta_scan,0.03,10.0,0.25,2,1102
16.513679805830837,918,23,59,beta_scan,0.03,10.0,0.25,2,1102
16.58288942948368,917,24,59,beta_scan,0.03,10.0,0.25,2,1102
16.585351866608132,916,25,59,beta_scan,0.03,10.0,0.25,2,1102
16.58965588655991,915,26,59,beta_scan,0.03,10.0,0.25,2,1102
16.601642979713834,914,27,59,beta_scan,0.03,10.0,0.25,2,1102
16.623614035545863,914,26,60,beta_scan,0.03,10.0,0.25,2,1102
16.627266602299283,914,25,61,beta_scan,0.03,10.0,0.25,2,1102
16.701002264654388,914,24,62,beta_scan,0.03,10.0,0.25,2,1102
16.808748521310957,913,25,62,beta_scan,0.03,10.0,0.25,2,1102
16.852716319759196,912,26,62,beta_scan,0.03,10.0,0.25,2,1102
16.874100455455086,911,27,62,beta_scan,0.03,10.0,0.25,2,1102
16.93196748960959,911,26,63,beta_scan,0.03,10.0,0.25,2,1102
16.95168116670776,910,27,63,beta_scan,0.03,10.0,0.25,2,1102
17.107604457867023,909,28,63,beta_scan,0.03,10.0,0.25,2,1102
17.1209922372036,909,27,64,beta_scan,0.03,10.0,0.25,2,1102
17.133311395463956,908,28,64,beta_scan,0.03,10.0,0.25,2,1102
17.15516295185826,907,29,64,beta_scan,0.03,10.0,0.25,2,1102
17.21985173070458,906,30,64,beta_scan,0.03,10.0,0.25,2,1102
17.231675448398306,905,31,64,beta_scan,0.03,10.0,0.25,2,1102
17.32736547086355,905,30,65,beta_scan,0.03,10.0,0.25,2,1102
17.348826919032724,904,31,65,beta_scan,0.03,10.0,0.25,2,1102
17.442989744076943,904,30,66,beta_scan,0.03,10.0,0.25,2,1102
17.531134903454543,904,29,67,beta_scan,0.03,10.0,0.25,2,1102
17.56259936674202,904,28,68,beta_scan,0.03,10.0,0.25,2,1102
17.69655203532619,904,27,69,beta_scan,0.03,10.0,0.25,2,1102
17.73798420224023,903,28,69,beta_scan,0.03,10.0,0.25,2,1102
17.77695025306519,902,29,69,beta_scan,0.03,10.0,0.25,2,1102
17.78925679626945,901,30,69,beta_scan,0.03,10.0,0.25,2,1102
17.95493015868591,900,31,69,beta_scan,0.03,10.0,0.25,2,1102
18.040120944886898,899,32,69,beta_scan,0.03,10.0,0.25,2,1102
18.137006406926957,899,31,70,beta_scan,0.03,10.0,0.25,2,1102
18.149847897161525,899,30,71,beta_scan,0.03,10.0,0.25,2,1102
18.19970058602782,899,29,72,beta_scan,0.03,10.0,0.25,2,1102
18.213929182404474,898,30,72,beta_scan,0.03,10.0,0.25,2,1102
18.262317856728515,898,29,73,beta_scan,0.03,10.0,0.25,2,1102
18.351024670627766,898,28,74,beta_scan,0.03,10.0,0.25,2,1102
18.38154059397451,897,29,74,beta_scan,0.03,10.0,0.25,2,1102
18.613848885963804,897,28,75,beta_scan,0.03,10.0,0.25,2,1102
18.673626667516874,896,29,75,beta_scan,0.03,10.0,0.25,2,1102
18.877091808680348,895,30,75,beta_scan,0.03,10.0,0.25,2,1102
18.966349443046557,894,31,75,beta_scan,0.03,10.0,0.25,2,1102
19.075837392425917,894,30,76,beta_scan,0.03,10.0,0.25,2,1102
19.116953709372382,894,29,77,beta_scan,0.03,10.0,0.25,2,1102
19.15382811119602,893,30,77,beta_scan,0.03,10.0,0.25,2,1102
19.28597359758138,893,29,78,beta_scan,0.03,10.0,0.25,2,1102
19.54689816286739,892,30,78,beta_scan,0.03,10.0,0.25,2,1102
19.602306506985887,892,29,79,beta_scan,0.03,10.0,0.25,2,1102
19.629337808988666,891,30,79,beta_scan,0.03,10.0,0.25,2,1102
19.667599399447866,891,29,80,beta_scan,0.03,10.0,0.25,2,1102
19.77115988728935,890,30,80,beta_scan,0.03,10.0,0.25,2,1102
19.78807676445936,889,31,80,beta_scan,0.03,10.0,0.25,2,1102
19.824629480217517,889,30,81,beta_scan,0.03,10.0,0.25,2,1102
19.84590093169727,888,31,81,beta_scan,0.03,10.0,0.25,2,1102
19.96522475367854,888,30,82,beta_scan,0.03,10.0,0.25,2,1102
19.979760491224503,888,29,83,beta_scan,0.03,10.0,0.25,2,1102
19.981082152371727,888,28,84,beta_scan,0.03,10.0,0.25,2,1102
20.02549338607109,887,29,84,beta_scan,0.03,10.0,0.25,2,1102
20.154375563016114,887,28,85,beta_scan,0.03,10.0,0.25,2,1102
20.38307151157055,887,27,86,beta_scan,0.03,10.0,0.25,2,1102
20.464949471976745,887,26,87,beta_scan,0.03,10.0,0.25,2,1102
21.02952211424868,886,27,87,beta_scan,0.03,10.0,0.25,2,1102
21.074157676596286,886,26,88,beta_scan,0.03,10.0,0.25,2,1102
21.076355423865156,885,27,88,beta_scan,0.03,10.0,0.25,2,1102
21.118671514339447,885,26,89,beta_scan,0.03,10.0,0.25,2,1102
21.12492237245649,884,27,89,beta_scan,0.03,10.0,0.25,2,1102
21.136240691336432,883,28,89,beta_scan,0.03,10.0,0.25,2,1102
21.184269893483336,883,27,90,beta_scan,0.03,10.0,0.25,2,1102
21.195241928999653,882,28,90,beta_scan,0.03,10.0,0.25,2,1102
21.206298159614768,882,27,91,beta_scan,0.03,10.0,0.25,2,1102
21.505324715902137,882,26,92,beta_scan,0.03,10.0,0.25,2,1102
21.543541937157862,882,25,93,beta_scan,0.03,10.0,0.25,2,1102
21.55587270252839,882,24,94,beta_scan,0.03,10.0,0.25,2,1102
21.564807665596987,881,25,94,beta_scan,0.03,10.0,0.25,2,1102
21.56496386684348,880,26,94,beta_scan,0.03,10.0,0.25,2,1102
21.64304784486572,879,27,94,beta_scan,0.03,10.0,0.25,2,1102
21.653707460249063,879,26,95,beta_scan,0.03,10.0,0.25,2,1102
21.672411369979297,879,25,96,beta_scan,0.03,10.0,0.25,2,1102
21.88669248372842,879,24,97,beta_scan,0.03,10.0,0.25,2,1102
22.00591246446384,878,25,97,beta_scan,0.03,10.0,0.25,2,1102
22.026398977057795,877,26,97,beta_scan,0.03,10.0,0.25,2,1102
22.132327212299213,877,25,98,beta_scan,0.03,10.0,0.25,2,1102
22.3040896081783,877,24,99,beta_scan,0.03,10.0,0.25,2,1102
22.334269921620333,876,25,99,beta_scan,0.03,10.0,0.25,2,1102
22.37678589494136,875,26,99,beta_scan,0.03,10.0,0.25,2,1102
22.489234331773435,875,25,100,beta_scan,0.03,10.0,0.25,2,1102
22.492966416459588,874,26,100,beta_scan,0.03,10.0,0.25,2,1102
22.65882512302256,873,27,100,beta_scan,0.03,10.0,0.25,2,1102
22.718348474085072,873,26,101,beta_scan,0.03,10.0,0.25,2,1102
22.72243684828487,873,25,102,beta_scan,0.03,10.0,0.25,2,1102
22.89834629735926,872,26,102,beta_scan,0.03,10.0,0.25,2,1102
22.903482841806508,871,27,102,beta_scan,0.03,10.0,0.25,2,1102
23.051819376076878,871,26,103,beta_scan,0.03,10.0,0.25,2,1102
23.089021081158034,870,27,103,beta_scan,0.03,10.0,0.25,2,1102
23.197240631856047,869,28,103,beta_scan,0.03,10.0,0.25,2,1102
23.217161792839843,868,29,103,beta_scan,0.03,10.0,0.25,2,1102
23.362522566065035,868,28,104,beta_scan,0.03,10.0,0.25,2,1102
23.404524811848464,867,29,104,beta_scan,0.03,10.0,0.25,2,1102
23.41088131744758,866,30,104,beta_scan,0.03,10.0,0.25,2,1102
23.588826295249714,866,29,105,beta_scan,0.03,10.0,0.25,2,1102
23.760691825989518,866,28,106,beta_scan,0.03,10.0,0.25,2,1102
23.806533502686328,865,29,106,beta_scan,0.03,10.0,0.25,2,1102
23.871226613001447,864,30,106,beta_scan,0.03,10.0,0.25,2,1102
23.896258675747877,863,31,106,beta_scan,0.03,10.0,0.25,2,1102
23.95364371073947,862,32,106,beta_scan,0.03,10.0,0.25,2,1102
24.05548109255373,861,33,106,beta_scan,0.03,10.0,0.25,2,1102
24.135033048173845,861,32,107,beta_scan,0.03,10.0,0.25,2,1102
24.15918650062929,860,33,107,beta_scan,0.03,10.0,0.25,2,1102
24.167984322073146,860,32,108,beta_scan,0.03,10.0,0.25,2,1102
24.318719472856216,860,31,109,beta_scan,0.03,10.0,0.25,2,1102
24.424452540623886,860,30,110,beta_scan,0.03,10.0,0.25,2,1102
24.502792718031024,859,31,110,beta_scan,0.03,10.0,0.25,2,1102
24.521911051295415,859,30,111,beta_scan,0.03,10.0,0.25,2,1102
24.539549785999508,858,31,111,beta_scan,0.03,10.0,0.25,2,1102
24.66428051388307,857,32,111,beta_scan,0.03,10.0,0.25,2,1102
24.703512742249654,856,33,111,beta_scan,0.03,10.0,0.25,2,1102
24.7316429606189,855,34,111,beta_scan,0.03,10.0,0.25,2,1102
24.865800935385188,854,35,111,beta_scan,0.03,10.0,0.25,2,1102
24.877626315285955,854,34,112,beta_scan,0.03,10.0,0.25,2,1102
24.942341980683537,854,33,113,beta_scan,0.03,10.0,0.25,2,1102
25.118242891306174,854,32,114,beta_scan,0.03,10.0,0.25,2,1102
25.29348793113796,854,31,115,beta_scan,0.03,10.0,0.25,2,1102
25.317208725206704,853,32,115,beta_scan,0.03,10.0,0.25,2,1102
25.484169500877826,853,31,116,beta_scan,0.03,10.0,0.25,2,1102
25.51602410053384,853,30,117,beta_scan,0.03,10.0,0.25,2,1102
25.5524259725038,853,29,118,beta_scan,0.03,10.0,0.25,2,1102
25.591538064308036,852,30,118,beta_scan,0.03,10.0,0.25,2,1102
25.59573705485906,851,31,118,beta_scan,0.03,10.0,0.25,2,1102
25.721021325689517,850,32,118,beta_scan,0.03,10.0,0.25,2,1102
25.809055553928108,849,33,118,beta_scan,0.03,10.0,0.25,2,1102
25.81642338516855,848,34,118,beta_scan,0.03,10.0,0.25,2,1102
25.857155588649906,848,33,119,beta_scan,0.03,10.0,0.25,2,1102
25.890576726728963,847,34,119,beta_scan,0.03,10.0,0.25,2,1102
25.97945677215386,847,33,120,beta_scan,0.03,10.0,0.25,2,1102
25.981798501427335,846,34,120,beta_scan,0.03,10.0,0.25,2,1102
26.120177734673906,845,35,120,beta_scan,0.03,10.0,0.25,2,1102
26.13952630311147,844,36,120,beta_scan,0.03,10.0,0.25,2,1102
26.14582308198968,843,37,120,beta_scan,0.03,10.0,0.25,2,1102
26.17889263498937,842,38,120,beta_scan,0.03,10.0,0.25,2,1102
26.194003198822134,841,39,120,beta_scan,0.03,10.0,0.25,2,1102
26.655569859886036,840,40,120,beta_scan,0.03,10.0,0.25,2,1102
26.69346522326709,839,41,120,beta_scan,0.03,10.0,0.25,2,1102
26.702905592194206,839,40,121,beta_scan,0.03,10.0,0.25,2,1102
26.82023693878874,838,41,121,beta_scan,0.03,10.0,0.25,2,1102
26.85143217369532,837,42,121,beta_scan,0.03,10.0,0.25,2,1102
26.959982508121417,837,41,122,beta_scan,0.03,10.0,0.25,2,1102
27.004840398431497,837,40,123,beta_scan,0.03,10.0,0.25,2,1102
27.02247174399551,837,39,124,beta_scan,0.03,10.0,0.25,2,1102
27.104362513000574,836,40,124,beta_scan,0.03,10.0,0.25,2,1102
27.160783802231524,836,39,125,beta_scan,0.03,10.0,0.25,2,1102
27.176380008536402,836,38,126,beta_scan,0.03,10.0,0.25,2,1102
27.185952341491,835,39,126,beta_scan,0.03,10.0,0.25,2,1102
27.192792399118577,835,38,127,beta_scan,0.03,10.0,0.25,2,1102
27.387165792020586,834,39,127,beta_scan,0.03,10.0,0.25,2,1102
27.417736132879494,833,40,127,beta_scan,0.03,10.0,0.25,2,1102
27.42153612304291,832,41,127,beta_scan,0.03,10.0,0.25,2,1102
27.424441784528764,831,42,127,beta_scan,0.03,10.0,0.25,2,1102
27.471200114070946,830,43,127,beta_scan,0.03,10.0,0.25,2,1102
27.545213154197647,829,44,127,beta_scan,0.03,10.0,0.25,2,1102
27.584495787521764,829,43,128,beta_scan,0.03,10.0,0.25,2,1102
27.656502472726558,828,44,128,beta_scan,0.03,10.0,0.25,2,1102
27.712775603312483,828,43,129,beta_scan,0.03,10.0,0.25,2,1102
27.812725126749754,827,44,129,beta_scan,0.03,10.0,0.25,2,1102
27.906130083073954,827,43,130,beta_scan,0.03,10.0,0.25,2,1102
27.967348015910044,826,44,130,beta_scan,0.03,10.0,0.25,2,1102
27.977708018762293,826,43,131,beta_scan,0.03,10.0,0.25,2,1102
27.98030335191482,826,42,132,beta_scan,0.03,10.0,0.25,2,1102
28.11837011259971,826,41,133,beta_scan,0.03,10.0,0.25,2,1102
28.210409781157775,826,40,134,beta_scan,0.03,10.0,0.25,2,1102
28.348090465579595,826,39,135,beta_scan,0.03,10.0,0.25,2,1102
28.445563074343,825,40,135,beta_scan,0.03,10.0,0.25,2,1102
28.551299594432415,824,41,135,beta_scan,0.03,10.0,0.25,2,1102
28.639191942963922,824,40,136,beta_scan,0.03,10.0,0.25,2,1102
28.69148666377181,824,39,137,beta_scan,0.03,10.0,0.25,2,1102
28.76337778435078,823,40,137,beta_scan,0.03,10.0,0.25,2,1102
28.82705995440588,823,39,138,beta_scan,0.03,10.0,0.25,2,1102
28.841557400493002,822,40,138,beta_scan,0.03,10.0,0.25,2,1102
28.969552018921082,821,41,138,beta_scan,0.03,10.0,0.25,2,1102
28.985236590042327,821,40,139,beta_scan,0.03,10.0,0.25,2,1102
29.012293904084448,821,39,140,beta_scan,0.03,10.0,0.25,2,1102
29.07807925677911,821,38,141,beta_scan,0.03,10.0,0.25,2,1102
29.085547870819646,820,39,141,beta_scan,0.03,10.0,0.25,2,1102
29.229664640921985,820,38,142,beta_scan,0.03,10.0,0.25,2,1102
29.231692447119716,820,37,143,beta_scan,0.03,10.0,0.25,2,1102
29.33911204101649,819,38,143,beta_scan,0.03,10.0,0.25,2,1102
29.361462915584926,818,39,143,beta_scan,0.03,10.0,0.25,2,1102
29.3641514499565,818,38,144,beta_scan,0.03,10.0,0.25,2,1102
29.38915875259329,817,39,144,beta_scan,0.03,10.0,0.25,2,1102
29.40174382392294,816,40,144,beta_scan,0.03,10.0,0.25,2,1102
29.429843357331315,815,41,144,beta_scan,0.03,10.0,0.25,2,1102
29.49183789727927,814,42,144,beta_scan,0.03,10.0,0.25,2,1102
29.620638270644584,814,41,145,beta_scan,0.03,10.0,0.25,2,1102
29.799408022244062,814,40,146,beta_scan,0.03,10.0,0.25,2,1102
