t,S,I,R,scenario,beta,c,gamma,replication,seed
18.31052617686238,116,153,731,beta_scan,0.07,10.0,0.25,3,1303
18.324120000577814,116,152,732,beta_scan,0.07,10.0,0.25,3,1303
18.35500658676273,115,153,732,beta_scan,0.07,10.0,0.25,3,1303
18.373185761363935,114,154,732,beta_scan,0.07,10.0,0.25,3,1303
18.40979040362799,114,153,733,beta_scan,0.07,10.0,0.25,3,1303
18.421925174508274,114,152,734,beta_scan,0.07,10.0,0.25,3,1303
18.44097344013947,114,151,735,beta_scan,0.07,10.0,0.25,3,1303
18.461541165497056,114,150,736,beta_scan,0.07,10.0,0.25,3,1303
18.518272227680175,114,149,737,beta_scan,0.07,10.0,0.25,3,1303
18.541718853796674,114,148,738,beta_scan,0.07,10.0,0.25,3,1303
18.5468565172637,114,147,739,beta_scan,0.07,10.0,0.25,3,1303
18.560504471825684,114,146,740,beta_scan,0.07,10.0,0.25,3,1303
18.597627617322075,114,145,741,beta_scan,0.07,10.0,0.25,3,1303
18.61124360637056,113,146,741,beta_scan,0.07,10.0,0.25,3,1303
18.63538250183475,113,145,742,beta_scan,0.07,10.0,0.25,3,1303
18.723423781110476,112,146,742,beta_scan,0.07,10.0,0.25,3,1303
18.754605544358277,112,145,743,beta_scan,0.07,10.0,0.25,3,1303
18.75500172238789,112,144,744,beta_scan,0.07,10.0,0.25,3,1303
18.768023399750984,112,143,745,beta_scan,0.07,10.0,0.25,3,1303
18.84055018455201,112,142,746,beta_scan,0.07,10.0,0.25,3,1303
18.854006962003528,111,143,746,beta_scan,0.07,10.0,0.25,3,1303
18.85716716729115,111,142,747,beta_scan,0.07,10.0,0.25,3,1303
18.876975547676317,111,141,748,beta_scan,0.07,10.0,0.25,3,1303
18.881419950351287,111,140,749,beta_scan,0.07,10.0,0.25,3,1303
18.885794837457844,110,141,749,beta_scan,0.07,10.0,0.25,3,1303
18.894247796292753,110,140,750,beta_scan,0.07,10.0,0.25,3,1303
18.900448720365635,110,139,751,beta_scan,0.07,10.0,0.25,3,1303
18.916887938412827,110,138,752,beta_scan,0.07,10.0,0.25,3,1303
18.93352237578951,110,137,753,beta_scan,0.07,10.0,0.25,3,1303
18.93975313320941,110,136,754,beta_scan,0.07,10.0,0.25,3,1303
18.953507268036795,110,135,755,beta_scan,0.07,10.0,0.25,3,1303
18.960520357926477,110,134,756,beta_scan,0.07,10.0,0.25,3,1303
18.988310857312953,110,133,757,beta_scan,0.07,10.0,0.25,3,1303
18.98967488065235,110,132,758,beta_scan,0.07,10.0,0.25,3,1303
18.99611165925274,110,131,759,beta_scan,0.07,10.0,0.25,3,1303
18.99725487578278,109,132,759,beta_scan,0.07,10.0,0.25,3,1303
19.002001396615455,108,133,759,beta_scan,0.07,10.0,0.25,3,1303
19.069908385645448,108,132,760,beta_scan,0.07,10.0,0.25,3,1303
19.104931018832023,108,131,761,beta_scan,0.07,10.0,0.25,3,1303
19.208715075015004,108,130,762,beta_scan,0.07,10.0,0.25,3,1303
19.20989962142761,107,131,762,beta_scan,0.07,10.0,0.25,3,1303
19.23859657158484,107,130,763,beta_scan,0.07,10.0,0.25,3,1303
19.260248721004686,107,129,764,beta_scan,0.07,10.0,0.25,3,1303
19.27448059791503,107,128,765,beta_scan,0.07,10.0,0.25,3,1303
19.30509205064634,107,127,766,beta_scan,0.07,10.0,0.25,3,1303
19.326714292281295,107,126,767,beta_scan,0.07,10.0,0.25,3,1303
19.388405884063015,106,127,767,beta_scan,0.07,10.0,0.25,3,1303
19.394560345289225,106,126,768,beta_scan,0.07,10.0,0.25,3,1303
19.436200097324424,106,125,769,beta_scan,0.07,10.0,0.25,3,1303
19.440494810418794,106,124,770,beta_scan,0.07,10.0,0.25,3,1303
19.440571176133748,105,125,770,beta_scan,0.07,10.0,0.25,3,1303
19.451023547522958,105,124,771,beta_scan,0.07,10.0,0.25,3,1303
19.458244959214916,105,123,772,beta_scan,0.07,10.0,0.25,3,1303
19.479033185557434,105,122,773,beta_scan,0.07,10.0,0.25,3,1303
19.51863402179695,105,121,774,beta_scan,0.07,10.0,0.25,3,1303
19.549426415843406,104,122,774,beta_scan,0.07,10.0,0.25,3,1303
19.587391570634704,104,121,775,beta_scan,0.07,10.0,0.25,3,1303
19.723426850563882,104,120,776,beta_scan,0.07,10.0,0.25,3,1303
19.729178034483635,103,121,776,beta_scan,0.07,10.0,0.25,3,1303
19.761270712090475,103,120,777,beta_scan,0.07,10.0,0.25,3,1303
19.773532329153216,102,121,777,beta_scan,0.07,10.0,0.25,3,1303
19.80361996296365,101,122,777,beta_scan,0.07,10.0,0.25,3,1303
19.81376890543032,101,121,778,beta_scan,0.07,10.0,0.25,3,1303
19.837274510833282,101,120,779,beta_scan,0.07,10.0,0.25,3,1303
19.86134179250375,101,119,780,beta_scan,0.07,10.0,0.25,3,1303
19.865979036722976,100,120,780,beta_scan,0.07,10.0,0.25,3,1303
19.892284906434384,99,121,780,beta_scan,0.07,10.0,0.25,3,1303
19.90267914973577,99,120,781,beta_scan,0.07,10.0,0.25,3,1303
19.90597642445678,99,119,782,beta_scan,0.07,10.0,0.25,3,1303
19.985732505042204,99,118,783,beta_scan,0.07,10.0,0.25,3,1303
19.994990410068876,99,117,784,beta_scan,0.07,10.0,0.25,3,1303
20.01534797835446,99,116,785,beta_scan,0.07,10.0,0.25,3,1303
20.02444419544959,98,117,785,beta_scan,0.07,10.0,0.25,3,1303
20.046595741929625,98,116,786,beta_scan,0.07,10.0,0.25,3,1303
20.061249024582967,98,115,787,beta_scan,0.07,10.0,0.25,3,1303
20.06941024860556,97,116,787,beta_scan,0.07,10.0,0.25,3,1303
20.069927891472904,96,117,787,beta_scan,0.07,10.0,0.25,3,1303
20.092550310343658,96,116,788,beta_scan,0.07,10.0,0.25,3,1303
20.157326257839863,96,115,789,beta_scan,0.07,10.0,0.25,3,1303
20.209950270925404,96,114,790,beta_scan,0.07,10.0,0.25,3,1303
20.243679429640338,96,113,791,beta_scan,0.07,10.0,0.25,3,1303
20.26861237248508,95,114,791,beta_scan,0.07,10.0,0.25,3,1303
20.27946601324822,95,113,792,beta_scan,0.07,10.0,0.25,3,1303
20.291847112745188,95,112,793,beta_scan,0.07,10.0,0.25,3,1303
20.320242672806476,95,111,794,beta_scan,0.07,10.0,0.25,3,1303
20.350171122895034,95,110,795,beta_scan,0.07,10.0,0.25,3,1303
20.357373839731594,94,111,795,beta_scan,0.07,10.0,0.25,3,1303
20.362752756704058,94,110,796,beta_scan,0.07,10.0,0.25,3,1303
20.407401931177375,94,109,797,beta_scan,0.07,10.0,0.25,3,1303
20.41958045946353,94,108,798,beta_scan,0.07,10.0,0.25,3,1303
20.42568435078023,94,107,799,beta_scan,0.07,10.0,0.25,3,1303
20.46535413533043,94,106,800,beta_scan,0.07,10.0,0.25,3,1303
20.46693690249125,94,105,801,beta_scan,0.07,10.0,0.25,3,1303
20.478055968128583,94,104,802,beta_scan,0.07,10.0,0.25,3,1303
20.512816436851082,94,103,803,beta_scan,0.07,10.0,0.25,3,1303
20.520181420626148,94,102,804,beta_scan,0.07,10.0,0.25,3,1303
20.585588856199696,94,101,805,beta_scan,0.07,10.0,0.25,3,1303
20.594018082248155,93,102,805,beta_scan,0.07,10.0,0.25,3,1303
20.627054294477343,93,101,806,beta_scan,0.07,10.0,0.25,3,1303
20.672766597729957,93,100,807,beta_scan,0.07,10.0,0.25,3,1303
20.710465364073542,93,99,808,beta_scan,0.07,10.0,0.25,3,1303
20.723623007874426,92,100,808,beta_scan,0.07,10.0,0.25,3,1303
20.743166845798612,92,99,809,beta_scan,0.07,10.0,0.25,3,1303
20.765179866397226,92,98,810,beta_scan,0.07,10.0,0.25,3,1303
20.76689628786908,91,99,810,beta_scan,0.07,10.0,0.25,3,1303
20.88019437518097,91,98,811,beta_scan,0.07,10.0,0.25,3,1303
20.940259956350015,91,97,812,beta_scan,0.07,10.0,0.25,3,1303
20.973892113012873,90,98,812,beta_scan,0.07,10.0,0.25,3,1303
21.02704625822986,89,99,812,beta_scan,0.07,10.0,0.25,3,1303
21.036094051256818,89,98,813,beta_scan,0.07,10.0,0.25,3,1303
21.040844611109133,89,97,814,beta_scan,0.07,10.0,0.25,3,1303
21.04784684160818,89,96,815,beta_scan,0.07,10.0,0.25,3,1303
21.050511126832582,89,95,816,beta_scan,0.07,10.0,0.25,3,1303
21.061146475129704,89,94,817,beta_scan,0.07,10.0,0.25,3,1303
21.12609415478848,89,93,818,beta_scan,0.07,10.0,0.25,3,1303
21.140413417848844,89,92,819,beta_scan,0.07,10.0,0.25,3,1303
21.17994188418709,89,91,820,beta_scan,0.07,10.0,0.25,3,1303
21.222201467124634,89,90,821,beta_scan,0.07,10.0,0.25,3,1303
21.291796714395765,89,89,822,beta_scan,0.07,10.0,0.25,3,1303
21.303610699120807,89,88,823,beta_scan,0.07,10.0,0.25,3,1303
21.365382053285295,89,87,824,beta_scan,0.07,10.0,0.25,3,1303
21.366949791991473,89,86,825,beta_scan,0.07,10.0,0.25,3,1303
21.373545455965708,89,85,826,beta_scan,0.07,10.0,0.25,3,1303
21.411659065082986,89,84,827,beta_scan,0.07,10.0,0.25,3,1303
21.415956666421426,89,83,828,beta_scan,0.07,10.0,0.25,3,1303
21.4500077373188,88,84,828,beta_scan,0.07,10.0,0.25,3,1303
21.453130991177975,88,83,829,beta_scan,0.07,10.0,0.25,3,1303
21.516948280369313,88,82,830,beta_scan,0.07,10.0,0.25,3,1303
21.518826940202132,88,81,831,beta_scan,0.07,10.0,0.25,3,1303
21.526481321804845,88,80,832,beta_scan,0.07,10.0,0.25,3,1303
21.543689094521074,88,79,833,beta_scan,0.07,10.0,0.25,3,1303
21.568228010597505,88,78,834,beta_scan,0.07,10.0,0.25,3,1303
21.578367938526448,88,77,835,beta_scan,0.07,10.0,0.25,3,1303
21.59798688037166,88,76,836,beta_scan,0.07,10.0,0.25,3,1303
21.720369571375265,88,75,837,beta_scan,0.07,10.0,0.25,3,1303
21.763611203060844,88,74,838,beta_scan,0.07,10.0,0.25,3,1303
21.787405672591294,88,73,839,beta_scan,0.07,10.0,0.25,3,1303
21.79190339880956,87,74,839,beta_scan,0.07,10.0,0.25,3,1303
21.804428424922943,86,75,839,beta_scan,0.07,10.0,0.25,3,1303
21.853711638190557,85,76,839,beta_scan,0.07,10.0,0.25,3,1303
22.02602375530793,85,75,840,beta_scan,0.07,10.0,0.25,3,1303
22.060603389801596,85,74,841,beta_scan,0.07,10.0,0.25,3,1303
22.073732822755282,85,73,842,beta_scan,0.07,10.0,0.25,3,1303
22.1560991925527,85,72,843,beta_scan,0.07,10.0,0.25,3,1303
22.181697590989636,85,71,844,beta_scan,0.07,10.0,0.25,3,1303
22.32239488783599,85,70,845,beta_scan,0.07,10.0,0.25,3,1303
22.345855391846918,85,69,846,beta_scan,0.07,10.0,0.25,3,1303
22.383969829547055,85,68,847,beta_scan,0.07,10.0,0.25,3,1303
22.392645976792128,85,67,848,beta_scan,0.07,10.0,0.25,3,1303
22.43554998603063,85,66,849,beta_scan,0.07,10.0,0.25,3,1303
22.466133737476202,85,65,850,beta_scan,0.07,10.0,0.25,3,1303
22.476195623433608,84,66,850,beta_scan,0.07,10.0,0.25,3,1303
22.48557380854184,84,65,851,beta_scan,0.07,10.0,0.25,3,1303
22.49013133283252,84,64,852,beta_scan,0.07,10.0,0.25,3,1303
22.49516656024959,84,63,853,beta_scan,0.07,10.0,0.25,3,1303
22.513676033482717,84,62,854,beta_scan,0.07,10.0,0.25,3,1303
22.594668062953154,84,61,855,beta_scan,0.07,10.0,0.25,3,1303
22.720196920014924,83,62,855,beta_scan,0.07,10.0,0.25,3,1303
22.7361880086537,83,61,856,beta_scan,0.07,10.0,0.25,3,1303
22.74933255644881,83,60,857,beta_scan,0.07,10.0,0.25,3,1303
22.813183878144176,82,61,857,beta_scan,0.07,10.0,0.25,3,1303
22.918389027876593,82,60,858,beta_scan,0.07,10.0,0.25,3,1303
22.98581870875129,82,59,859,beta_scan,0.07,10.0,0.25,3,1303
23.021624954753776,82,58,860,beta_scan,0.07,10.0,0.25,3,1303
23.06477071035232,82,57,861,beta_scan,0.07,10.0,0.25,3,1303
23.086333219633286,82,56,862,beta_scan,0.07,10.0,0.25,3,1303
23.14475802864751,82,55,863,beta_scan,0.07,10.0,0.25,3,1303
23.244756148378936,81,56,863,beta_scan,0.07,10.0,0.25,3,1303
23.258546564611954,81,55,864,beta_scan,0.07,10.0,0.25,3,1303
23.292538692821406,81,54,865,beta_scan,0.07,10.0,0.25,3,1303
23.29872002043775,80,55,865,beta_scan,0.07,10.0,0.25,3,1303
23.461882853904886,79,56,865,beta_scan,0.07,10.0,0.25,3,1303
23.463941844980866,79,55,866,beta_scan,0.07,10.0,0.25,3,1303
23.516573199781252,79,54,867,beta_scan,0.07,10.0,0.25,3,1303
23.64324028797372,79,53,868,beta_scan,0.07,10.0,0.25,3,1303
23.691076347057344,79,52,869,beta_scan,0.07,10.0,0.25,3,1303
23.757091361571856,79,51,870,beta_scan,0.07,10.0,0.25,3,1303
23.769445603881003,79,50,871,beta_scan,0.07,10.0,0.25,3,1303
23.776826059747936,79,49,872,beta_scan,0.07,10.0,0.25,3,1303
23.779553095189804,79,48,873,beta_scan,0.07,10.0,0.25,3,1303
23.805624001879373,79,47,874,beta_scan,0.07,10.0,0.25,3,1303
23.83253787913257,78,48,874,beta_scan,0.07,10.0,0.25,3,1303
23.852894433118532,78,47,875,beta_scan,0.07,10.0,0.25,3,1303
24.00526712554239,78,46,876,beta_scan,0.07,10.0,0.25,3,1303
24.06303147902137,77,47,876,beta_scan,0.07,10.0,0.25,3,1303
24.20691765690103,77,46,877,beta_scan,0.07,10.0,0.25,3,1303
24.221036300924247,77,45,878,beta_scan,0.07,10.0,0.25,3,1303
24.27342008523842,77,44,879,beta_scan,0.07,10.0,0.25,3,1303
24.279893533910556,77,43,880,beta_scan,0.07,10.0,0.25,3,1303
24.28262773619067,77,42,881,beta_scan,0.07,10.0,0.25,3,1303
24.327830046869824,77,41,882,beta_scan,0.07,10.0,0.25,3,1303
24.333761181896644,77,40,883,beta_scan,0.07,10.0,0.25,3,1303
24.422547186788268,77,39,884,beta_scan,0.07,10.0,0.25,3,1303
24.467018087316234,77,38,885,beta_scan,0.07,10.0,0.25,3,1303
24.47186666365079,76,39,885,beta_scan,0.07,10.0,0.25,3,1303
24.556752062137697,76,38,886,beta_scan,0.07,10.0,0.25,3,1303
24.615846296551805,76,37,887,beta_scan,0.07,10.0,0.25,3,1303
24.644939264104632,76,36,888,beta_scan,0.07,10.0,0.25,3,1303
24.720532416590515,76,35,889,beta_scan,0.07,10.0,0.25,3,1303
24.75657586497205,76,34,890,beta_scan,0.07,10.0,0.25,3,1303
24.83776795385666,76,33,891,beta_scan,0.07,10.0,0.25,3,1303
24.877911562860227,76,32,892,beta_scan,0.07,10.0,0.25,3,1303
24.926988492747007,75,33,892,beta_scan,0.07,10.0,0.25,3,1303
25.108963559802483,75,32,893,beta_scan,0.07,10.0,0.25,3,1303
25.323433613176835,74,33,893,beta_scan,0.07,10.0,0.25,3,1303
25.324414150630023,74,32,894,beta_scan,0.07,10.0,0.25,3,1303
25.329632396912046,74,31,895,beta_scan,0.07,10.0,0.25,3,1303
25.52895606294141,73,32,895,beta_scan,0.07,10.0,0.25,3,1303
25.556940576394492,73,31,896,beta_scan,0.07,10.0,0.25,3,1303
25.697639527434394,73,30,897,beta_scan,0.07,10.0,0.25,3,1303
25.751716734499517,73,29,898,beta_scan,0.07,10.0,0.25,3,1303
25.846529104276048,73,28,899,beta_scan,0.07,10.0,0.25,3,1303
25.874801621238795,73,27,900,beta_scan,0.07,10.0,0.25,3,1303
25.900619503591592,73,26,901,beta_scan,0.07,10.0,0.25,3,1303
26.04284727963024,73,25,902,beta_scan,0.07,10.0,0.25,3,1303
26.20089705143688,72,26,902,beta_scan,0.07,10.0,0.25,3,1303
26.362925474488897,72,25,903,beta_scan,0.07,10.0,0.25,3,1303
26.587574587461837,72,24,904,beta_scan,0.07,10.0,0.25,3,1303
26.84197080656684,72,23,905,beta_scan,0.07,10.0,0.25,3,1303
26.88891653450927,72,22,906,beta_scan,0.07,10.0,0.25,3,1303
26.998284816751028,72,21,907,beta_scan,0.07,10.0,0.25,3,1303
27.073053209130066,72,20,908,beta_scan,0.07,10.0,0.25,3,1303
27.429895598004446,72,19,909,beta_scan,0.07,10.0,0.25,3,1303
27.783630933573882,72,18,910,beta_scan,0.07,10.0,0.25,3,1303
27.826144146298603,72,17,911,beta_scan,0.07,10.0,0.25,3,1303
27.93066070921413,72,16,912,beta_scan,0.07,10.0,0.25,3,1303
28.11752451838975,72,15,913,beta_scan,0.07,10.0,0.25,3,1303
28.121142702975828,72,14,914,beta_scan,0.07,10.0,0.25,3,1303
29.394191327224373,72,13,915,beta_scan,0.07,10.0,0.25,3,1303
29.475482461750882,72,12,916,beta_scan,0.07,10.0,0.25,3,1303
30.939017944421426,72,11,917,beta_scan,0.07,10.0,0.25,3,1303
31.162541143845804,72,10,918,beta_scan,0.07,10.0,0.25,3,1303
32.119740108533165,72,9,919,beta_scan,0.07,10.0,0.25,3,1303
32.15934732828803,72,8,920,beta_scan,0.07,10.0,0.25,3,1303
32.30884719599667,71,9,920,beta_scan,0.07,10.0,0.25,3,1303
32.9262730070177,71,8,921,beta_scan,0.07,10.0,0.25,3,1303
32.96084544779079,71,7,922,beta_scan,0.07,10.0,0.25,3,1303
33.75900398648062,71,6,923,beta_scan,0.07,10.0,0.25,3,1303
34.011334917375116,71,5,924,beta_scan,0.07,10.0,0.25,3,1303
35.23553322937414,71,4,925,beta_scan,0.07,10.0,0.25,3,1303
35.34218757441929,71,3,926,beta_scan,0.07,10.0,0.25,3,1303
37.31526861750361,70,4,926,beta_scan,0.07,10.0,0.25,3,1303
37.330438478675525,70,3,927,beta_scan,0.07,10.0,0.25,3,1303
38.273567289174146,70,2,928,beta_scan,0.07,10.0,0.25,3,1303
39.24682054461931,70,1,929,beta_scan,0.07,10.0,0.25,3,1303
42.77584095935461,69,2,929,beta_scan,0.07,10.0,0.25,3,1303
44.42962173187141,69,1,930,beta_scan,0.07,10.0,0.25,3,1303
45.15075153128328,69,0,931,beta_scan,0.07,10.0,0.25,3,1303
100.0,69,0,931,beta_scan,0.07,10.0,0.25,3,1303
0.0,990,10,0,beta_scan,0.07,10.0,0.25,4,1304
0.13355524600071372,989,11,0,beta_scan,0.07,10.0,0.25,4,1304
0.4484114126875889,989,10,1,beta_scan,0.07,10.0,0.25,4,1304
0.45635626261945383,989,9,2,beta_scan,0.07,10.0,0.25,4,1304
0.8450003710991392,988,10,2,beta_scan,0.07,10.0,0.25,4,1304
0.8846152613121591,987,11,2,beta_scan,0.07,10.0,0.25,4,1304
0.8878842887606939,986,12,2,beta_scan,0.07,10.0,0.25,4,1304
0.9936384898175876,985,13,2,beta_scan,0.07,10.0,0.25,4,1304
1.052703541702386,984,14,2,beta_scan,0.07,10.0,0.25,4,1304
1.1192569495303901,983,15,2,beta_scan,0.07,10.0,0.25,4,1304
1.127176466649672,982,16,2,beta_scan,0.07,10.0,0.25,4,1304
1.2633493126002509,981,17,2,beta_scan,0.07,10.0,0.25,4,1304
1.3074333311355633,980,18,2,beta_scan,0.07,10.0,0.25,4,1304
1.385127422932007,979,19,2,beta_scan,0.07,10.0,0.25,4,1304
1.5207904736913764,978,20,2,beta_scan,0.07,10.0,0.25,4,1304
1.5308486751389188,978,19,3,beta_scan,0.07,10.0,0.25,4,1304
1.53136716701172,978,18,4,beta_scan,0.07,10.0,0.25,4,1304
1.5442535161220563,977,19,4,beta_scan,0.07,10.0,0.25,4,1304
1.6452477497243378,976,20,4,beta_scan,0.07,10.0,0.25,4,1304
1.6761841488700917,975,21,4,beta_scan,0.07,10.0,0.25,4,1304
1.7503645531156613,975,20,5,beta_scan,0.07,10.0,0.25,4,1304
1.7801485074056134,975,19,6,beta_scan,0.07,10.0,0.25,4,1304
1.8095486084851753,974,20,6,beta_scan,0.07,10.0,0.25,4,1304
1.9788903252388992,973,21,6,beta_scan,0.07,10.0,0.25,4,1304
2.0969690760373183,972,22,6,beta_scan,0.07,10.0,0.25,4,1304
2.1112673057265785,971,23,6,beta_scan,0.07,10.0,0.25,4,1304
2.11777008553447,970,24,6,beta_scan,0.07,10.0,0.25,4,1304
2.1692428664010697,970,23,7,beta_scan,0.07,10.0,0.25,4,1304
2.30203269463898,969,24,7,beta_scan,0.07,10.0,0.25,4,1304
2.510136492742528,969,23,8,beta_scan,0.07,10.0,0.25,4,1304
2.5915123103678233,969,22,9,beta_scan,0.07,10.0,0.25,4,1304
2.6212062633647166,968,23,9,beta_scan,0.07,10.0,0.25,4,1304
2.652986924802332,967,24,9,beta_scan,0.07,10.0,0.25,4,1304
2.6798453341369712,966,25,9,beta_scan,0.07,10.0,0.25,4,1304
2.696201064020304,965,26,9,beta_scan,0.07,10.0,0.25,4,1304
2.717228783647181,965,25,10,beta_scan,0.07,10.0,0.25,4,1304
2.7430785634144246,964,26,10,beta_scan,0.07,10.0,0.25,4,1304
2.7494973484531373,963,27,10,beta_scan,0.07,10.0,0.25,4,1304
2.8158705538185362,962,28,10,beta_scan,0.07,10.0,0.25,4,1304
2.828434318844351,962,27,11,beta_scan,0.07,10.0,0.25,4,1304
2.955891564560022,961,28,11,beta_scan,0.07,10.0,0.25,4,1304
2.9751980368284388,960,29,11,beta_scan,0.07,10.0,0.25,4,1304
2.977728105372644,959,30,11,beta_scan,0.07,10.0,0.25,4,1304
3.0966208129318504,958,31,11,beta_scan,0.07,10.0,0.25,4,1304
3.1278177842639012,957,32,11,beta_scan,0.07,10.0,0.25,4,1304
3.140833911643047,956,33,11,beta_scan,0.07,10.0,0.25,4,1304
3.180898202999996,955,34,11,beta_scan,0.07,10.0,0.25,4,1304
3.200606126598526,955,33,12,beta_scan,0.07,10.0,0.25,4,1304
3.250293504158875,955,32,13,beta_scan,0.07,10.0,0.25,4,1304
3.2774078548225094,954,33,13,beta_scan,0.07,10.0,0.25,4,1304
3.399032154910374,953,34,13,beta_scan,0.07,10.0,0.25,4,1304
3.4248677312950124,952,35,13,beta_scan,0.07,10.0,0.25,4,1304
3.453076682422859,951,36,13,beta_scan,0.07,10.0,0.25,4,1304
3.4584366342717505,951,35,14,beta_scan,0.07,10.0,0.25,4,1304
3.4813447784645204,950,36,14,beta_scan,0.07,10.0,0.25,4,1304
3.5117133641105194,949,37,14,beta_scan,0.07,10.0,0.25,4,1304
3.519618073651444,948,38,14,beta_scan,0.07,10.0,0.25,4,1304
3.7098575911191927,947,39,14,beta_scan,0.07,10.0,0.25,4,1304
3.7305571470740007,946,40,14,beta_scan,0.07,10.0,0.25,4,1304
3.739173552156379,945,41,14,beta_scan,0.07,10.0,0.25,4,1304
3.7635150821274217,944,42,14,beta_scan,0.07,10.0,0.25,4,1304
3.7855585537698375,943,43,14,beta_scan,0.07,10.0,0.25,4,1304
3.808957952595723,943,42,15,beta_scan,0.07,10.0,0.25,4,1304
3.833874110517597,942,43,15,beta_scan,0.07,10.0,0.25,4,1304
3.8616908542109227,941,44,15,beta_scan,0.07,10.0,0.25,4,1304
3.888763886546723,941,43,16,beta_scan,0.07,10.0,0.25,4,1304
3.9127578238796503,941,42,17,beta_scan,0.07,10.0,0.25,4,1304
3.9249056741347155,940,43,17,beta_scan,0.07,10.0,0.25,4,1304
3.9482143646262102,940,42,18,beta_scan,0.07,10.0,0.25,4,1304
3.9549662672153683,940,41,19,beta_scan,0.07,10.0,0.25,4,1304
3.9727753392804575,939,42,19,beta_scan,0.07,10.0,0.25,4,1304
4.010745605642701,938,43,19,beta_scan,0.07,10.0,0.25,4,1304
4.015081299692818,937,44,19,beta_scan,0.07,10.0,0.25,4,1304
4.016165942064943,936,45,19,beta_scan,0.07,10.0,0.25,4,1304
4.024734424413399,936,44,20,beta_scan,0.07,10.0,0.25,4,1304
4.04953865456381,935,45,20,beta_scan,0.07,10.0,0.25,4,1304
4.0512578342365915,935,44,21,beta_scan,0.07,10.0,0.25,4,1304
4.078622825016619,934,45,21,beta_scan,0.07,10.0,0.25,4,1304
4.079367519909101,933,46,21,beta_scan,0.07,10.0,0.25,4,1304
4.0907664340016945,932,47,21,beta_scan,0.07,10.0,0.25,4,1304
4.093466937634679,931,48,21,beta_scan,0.07,10.0,0.25,4,1304
4.115554798531845,930,49,21,beta_scan,0.07,10.0,0.25,4,1304
4.130079614089681,929,50,21,beta_scan,0.07,10.0,0.25,4,1304
4.159941852969943,928,51,21,beta_scan,0.07,10.0,0.25,4,1304
4.164590447090135,927,52,21,beta_scan,0.07,10.0,0.25,4,1304
4.2066248698154,926,53,21,beta_scan,0.07,10.0,0.25,4,1304
4.250294988602933,925,54,21,beta_scan,0.07,10.0,0.25,4,1304
4.264952769250254,924,55,21,beta_scan,0.07,10.0,0.25,4,1304
4.31594284818177,923,56,21,beta_scan,0.07,10.0,0.25,4,1304
4.325556066602668,922,57,21,beta_scan,0.07,10.0,0.25,4,1304
4.402960431811288,921,58,21,beta_scan,0.07,10.0,0.25,4,1304
4.422243819127107,920,59,21,beta_scan,0.07,10.0,0.25,4,1304
4.475856543840492,919,60,21,beta_scan,0.07,10.0,0.25,4,1304
4.512171425609858,918,61,21,beta_scan,0.07,10.0,0.25,4,1304
4.51782999136508,917,62,21,beta_scan,0.07,10.0,0.25,4,1304
4.522095415031338,916,63,21,beta_scan,0.07,10.0,0.25,4,1304
4.530755649722828,916,62,22,beta_scan,0.07,10.0,0.25,4,1304
4.531136356897286,915,63,22,beta_scan,0.07,10.0,0.25,4,1304
4.539210388952,914,64,22,beta_scan,0.07,10.0,0.25,4,1304
4.543248887450529,914,63,23,beta_scan,0.07,10.0,0.25,4,1304
4.546769386260076,913,64,23,beta_scan,0.07,10.0,0.25,4,1304
4.558078826052141,913,63,24,beta_scan,0.07,10.0,0.25,4,1304
4.58131380771818,912,64,24,beta_scan,0.07,10.0,0.25,4,1304
4.593835413626523,911,65,24,beta_scan,0.07,10.0,0.25,4,1304
4.619842738552239,911,64,25,beta_scan,0.07,10.0,0.25,4,1304
4.622219868658498,910,65,25,beta_scan,0.07,10.0,0.25,4,1304
4.639910333856122,909,66,25,beta_scan,0.07,10.0,0.25,4,1304
4.673510505852377,909,65,26,beta_scan,0.07,10.0,0.25,4,1304
4.6768969956282165,908,66,26,beta_scan,0.07,10.0,0.25,4,1304
4.683509409332313,908,65,27,beta_scan,0.07,10.0,0.25,4,1304
4.70939692232864,908,64,28,beta_scan,0.07,10.0,0.25,4,1304
4.712742987557276,907,65,28,beta_scan,0.07,10.0,0.25,4,1304
4.718439784110319,906,66,28,beta_scan,0.07,10.0,0.25,4,1304
4.718439933062858,905,67,28,beta_scan,0.07,10.0,0.25,4,1304
4.724609560068588,904,68,28,beta_scan,0.07,10.0,0.25,4,1304
4.739551841104321,903,69,28,beta_scan,0.07,10.0,0.25,4,1304
4.769820148505777,903,68,29,beta_scan,0.07,10.0,0.25,4,1304
4.774901891171983,902,69,29,beta_scan,0.07,10.0,0.25,4,1304
4.835018556689937,901,70,29,beta_scan,0.07,10.0,0.25,4,1304
4.835783902837245,901,69,30,beta_scan,0.07,10.0,0.25,4,1304
4.846773011212675,900,70,30,beta_scan,0.07,10.0,0.25,4,1304
4.895532664321905,899,71,30,beta_scan,0.07,10.0,0.25,4,1304
4.914759059725102,898,72,30,beta_scan,0.07,10.0,0.25,4,1304
4.9354578894299115,898,71,31,beta_scan,0.07,10.0,0.25,4,1304
4.9432609548484905,897,72,31,beta_scan,0.07,10.0,0.25,4,1304
4.950226516408681,897,71,32,beta_scan,0.07,10.0,0.25,4,1304
4.952240705096967,896,72,32,beta_scan,0.07,10.0,0.25,4,1304
