t,event,S,I,R
15.933477616927599,fixed_recovery,299,196,505
15.942954521605929,fixed_recovery,299,195,506
15.950082670790993,fixed_recovery,299,194,507
15.951046351459018,fixed_recovery,299,193,508
15.963031093438202,fixed_recovery,299,192,509
15.964939003467725,infection,298,193,509
15.975546979262065,infection,297,194,509
15.981132579286436,infection,296,195,509
15.987284665482811,fixed_recovery,296,194,510
15.989333332447673,fixed_recovery,296,193,511
15.993805924293879,fixed_recovery,296,192,512
16.00092843935258,infection,295,193,512
16.001028900596797,fixed_recovery,295,192,513
16.00311542779,fixed_recovery,295,191,514
16.023549822420467,fixed_recovery,295,190,515
16.044016335516417,fixed_recovery,295,189,516
16.045584471670363,fixed_recovery,295,188,517
16.05605311500851,fixed_recovery,295,187,518
16.05983361326877,infection,294,188,518
16.061219407462822,fixed_recovery,294,187,519
16.08214449453925,fixed_recovery,294,186,520
16.082726830091257,infection,293,187,520
16.106113228253733,fixed_recovery,293,186,521
16.111396836498166,fixed_recovery,293,185,522
16.1152210587279,fixed_recovery,293,184,523
16.13303087414517,infection,292,185,523
16.14305045436023,fixed_recovery,292,184,524
16.14664749259692,fixed_recovery,292,183,525
16.153516482244385,fixed_recovery,292,182,526
16.153716388345327,fixed_recovery,292,181,527
16.15678703513037,fixed_recovery,292,180,528
16.163147636790704,fixed_recovery,292,179,529
16.16828971983358,fixed_recovery,292,178,530
16.171983217819527,fixed_recovery,292,177,531
16.17215433509726,infection,291,178,531
16.17368265476436,fixed_recovery,291,177,532
16.183683965925646,fixed_recovery,291,176,533
16.1868480305086,fixed_recovery,291,175,534
16.19541068826462,fixed_recovery,291,174,535
16.19610142941476,fixed_recovery,291,173,536
16.203869426469325,infection,290,174,536
16.206345852231046,fixed_recovery,290,173,537
16.223895099561815,fixed_recovery,290,172,538
16.231607324864413,fixed_recovery,290,171,539
16.23616381241508,fixed_recovery,290,170,540
16.23945107775126,fixed_recovery,290,169,541
16.249087034392154,fixed_recovery,290,168,542
16.250596685574486,fixed_recovery,290,167,543
16.251799033773327,infection,289,168,543
16.252485020113582,infection,288,169,543
16.25343587032553,fixed_recovery,288,168,544
16.285443042725063,infection,287,169,544
16.31662168038066,infection,286,170,544
16.323011173215058,fixed_recovery,286,169,545
16.33579223115177,fixed_recovery,286,168,546
16.341628778375362,infection,285,169,546
16.34319557211351,fixed_recovery,285,168,547
16.349801634073877,infection,284,169,547
16.352528283818312,fixed_recovery,284,168,548
16.36258466480045,fixed_recovery,284,167,549
16.36750416243714,fixed_recovery,284,166,550
16.373546287595474,infection,283,167,550
16.37824534524311,fixed_recovery,283,166,551
16.40510864678672,infection,282,167,551
16.407752444181362,fixed_recovery,282,166,552
16.412325829721283,infection,281,167,552
16.423121605228538,fixed_recovery,281,166,553
16.42789174889389,fixed_recovery,281,165,554
16.434549251811486,fixed_recovery,281,164,555
16.458184596963385,fixed_recovery,281,163,556
16.474534562554815,fixed_recovery,281,162,557
16.47877754450821,fixed_recovery,281,161,558
16.488655024385512,infection,280,162,558
16.493225720387493,infection,279,163,558
16.502866557479496,infection,278,164,558
16.50672131648274,fixed_recovery,278,163,559
16.55440162263531,fixed_recovery,278,162,560
16.57424127825814,fixed_recovery,278,161,561
16.576648720687174,fixed_recovery,278,160,562
16.57901575223852,fixed_recovery,278,159,563
16.594137832558644,fixed_recovery,278,158,564
16.597513295597185,infection,277,159,564
16.62524019683329,fixed_recovery,277,158,565
16.631808879364478,fixed_recovery,277,157,566
16.63190713400407,fixed_recovery,277,156,567
16.648265341150356,fixed_recovery,277,155,568
16.666659798914687,fixed_recovery,277,154,569
16.673619375481458,fixed_recovery,277,153,570
16.682357928071937,fixed_recovery,277,152,571
16.697292840690814,fixed_recovery,277,151,572
16.70437905649102,fixed_recovery,277,150,573
16.73255196807517,fixed_recovery,277,149,574
16.744937865545545,fixed_recovery,277,148,575
16.753151083197427,fixed_recovery,277,147,576
16.755619848064903,infection,276,148,576
16.764551273209957,fixed_recovery,276,147,577
16.77180914533369,fixed_recovery,276,146,578
16.776693543837144,fixed_recovery,276,145,579
16.80812980995416,fixed_recovery,276,144,580
16.829166882628243,fixed_recovery,276,143,581
16.833267654192383,fixed_recovery,276,142,582
16.852240113523788,infection,275,143,582
16.859750637096955,fixed_recovery,275,142,583
16.900960452125616,fixed_recovery,275,141,584
16.93066184659433,fixed_recovery,275,140,585
16.949752065936714,fixed_recovery,275,139,586
16.955710475572324,infection,274,140,586
16.97065773722015,fixed_recovery,274,139,587
16.983184282377042,infection,273,140,587
17.050365547926862,fixed_recovery,273,139,588
17.086336627067595,fixed_recovery,273,138,589
17.09976037828791,fixed_recovery,273,137,590
17.181574491066115,infection,272,138,590
17.184659698087636,infection,271,139,590
17.18474622026536,fixed_recovery,271,138,591
17.210456446287125,fixed_recovery,271,137,592
17.21204472296802,infection,270,138,592
17.21503439531466,fixed_recovery,270,137,593
17.23149196403749,fixed_recovery,270,136,594
17.241731416809692,fixed_recovery,270,135,595
17.276026250382415,fixed_recovery,270,134,596
17.300000098442364,fixed_recovery,270,133,597
17.30158168897681,fixed_recovery,270,132,598
17.320479330965476,fixed_recovery,270,131,599
17.32204817395088,infection,269,132,599
17.322738455609663,fixed_recovery,269,131,600
17.32636731351913,fixed_recovery,269,130,601
17.334110613825036,fixed_recovery,269,129,602
17.34359346817651,infection,268,130,602
17.346895326420878,fixed_recovery,268,129,603
17.357459229546663,fixed_recovery,268,128,604
17.38741887354558,fixed_recovery,268,127,605
17.388288295628506,fixed_recovery,268,126,606
17.424938284324405,fixed_recovery,268,125,607
17.44655591560219,fixed_recovery,268,124,608
17.458426162763335,fixed_recovery,268,123,609
17.45976118576889,fixed_recovery,268,122,610
17.46190085508223,infection,267,123,610
17.467111034721142,fixed_recovery,267,122,611
17.48119251122821,fixed_recovery,267,121,612
17.482349982514464,fixed_recovery,267,120,613
17.488592463270173,infection,266,121,613
17.50061752042695,fixed_recovery,266,120,614
17.50153094872147,fixed_recovery,266,119,615
17.521185258219063,fixed_recovery,266,118,616
17.528059334358183,fixed_recovery,266,117,617
17.535005720332,fixed_recovery,266,116,618
17.58987256191896,fixed_recovery,266,115,619
17.593061409494535,fixed_recovery,266,114,620
17.601840481555385,infection,265,115,620
17.610763585968378,fixed_recovery,265,114,621
17.637935067845817,fixed_recovery,265,113,622
17.6432055543888,fixed_recovery,265,112,623
17.652882316106528,fixed_recovery,265,111,624
17.667602801100397,fixed_recovery,265,110,625
17.688780167096695,infection,264,111,625
17.700769906554477,fixed_recovery,264,110,626
17.714664369380692,fixed_recovery,264,109,627
17.720903733824393,fixed_recovery,264,108,628
17.723800888722412,fixed_recovery,264,107,629
17.75559058913294,infection,263,108,629
17.762658487814512,fixed_recovery,263,107,630
17.83293239589024,fixed_recovery,263,106,631
17.852276162151995,fixed_recovery,263,105,632
17.85961185626281,fixed_recovery,263,104,633
17.869252730896243,fixed_recovery,263,103,634
17.890319238233367,infection,262,104,634
17.899126585198125,fixed_recovery,262,103,635
17.92243339877041,fixed_recovery,262,102,636
17.992994033018128,fixed_recovery,262,101,637
17.995267997823632,fixed_recovery,262,100,638
17.99927919623721,fixed_recovery,262,99,639
18.009637529961186,infection,261,100,639
18.014807281482568,fixed_recovery,261,99,640
18.01970253425536,fixed_recovery,261,98,641
18.032876883956934,fixed_recovery,261,97,642
18.037187199217993,fixed_recovery,261,96,643
18.0431853747083,fixed_recovery,261,95,644
18.07159829680834,fixed_recovery,261,94,645
18.07290667376718,fixed_recovery,261,93,646
18.075791387597196,fixed_recovery,261,92,647
18.08718520666616,fixed_recovery,261,91,648
18.099141104646574,fixed_recovery,261,90,649
18.099629480121745,fixed_recovery,261,89,650
18.12641938041237,infection,260,90,650
18.139738654068346,fixed_recovery,260,89,651
18.141302683885172,fixed_recovery,260,88,652
18.14677930410837,fixed_recovery,260,87,653
18.170458368360116,fixed_recovery,260,86,654
18.178302348775738,fixed_recovery,260,85,655
18.186153235185085,fixed_recovery,260,84,656
18.243746480642567,infection,259,85,656
18.26130195469765,fixed_recovery,259,84,657
18.29822015440682,infection,258,85,657
18.299339841260597,fixed_recovery,258,84,658
18.307692974241185,fixed_recovery,258,83,659
18.36171322587458,fixed_recovery,258,82,660
18.406642126538706,fixed_recovery,258,81,661
18.496569910733232,fixed_recovery,258,80,662
18.605996544340194,fixed_recovery,258,79,663
18.6179471923398,fixed_recovery,258,78,664
18.623117880960187,fixed_recovery,258,77,665
18.639648832283402,fixed_recovery,258,76,666
18.64480017811411,fixed_recovery,258,75,667
18.702717867265278,fixed_recovery,258,74,668
18.71085696527935,infection,257,75,668
18.732114088075026,fixed_recovery,257,74,669
18.749023709116784,fixed_recovery,257,73,670
18.76280114050958,fixed_recovery,257,72,671
18.814481612775058,infection,256,73,671
18.878400996251962,fixed_recovery,256,72,672
18.882701582914663,fixed_recovery,256,71,673
18.89903621026822,fixed_recovery,256,70,674
18.906227784108488,fixed_recovery,256,69,675
18.941979581053285,fixed_recovery,256,68,676
18.954636736984664,fixed_recovery,256,67,677
18.993223030814704,fixed_recovery,256,66,678
18.99537411650117,fixed_recovery,256,65,679
19.009946795261637,fixed_recovery,256,64,680
19.050777221227182,fixed_recovery,256,63,681
19.05190483999973,fixed_recovery,256,62,682
19.079542177755442,fixed_recovery,256,61,683
19.10234182489682,infection,255,62,683
19.1173891068644,fixed_recovery,255,61,684
19.145185659750332,fixed_recovery,255,60,685
19.16880730831217,infection,254,61,685
19.177122102936607,fixed_recovery,254,60,686
19.18636180427528,infection,253,61,686
19.209428299681232,infection,252,62,686
19.29449267271624,infection,251,63,686
19.295606960962335,infection,250,64,686
19.295723813289023,fixed_recovery,250,63,687
19.301154132264923,fixed_recovery,250,62,688
19.313686772101722,fixed_recovery,250,61,689
19.3486218720404,fixed_recovery,250,60,690
19.359693983104215,infection,249,61,690
19.360378392047345,fixed_recovery,249,60,691
19.449385037230698,fixed_recovery,249,59,692
19.450653538902912,fixed_recovery,249,58,693
19.46073751194242,fixed_recovery,249,57,694
19.551750100804224,fixed_recovery,249,56,695
19.559128656180327,fixed_recovery,249,55,696
19.588581527311064,fixed_recovery,249,54,697
19.621107446452882,infection,248,55,697
19.6345582688048,fixed_recovery,248,54,698
19.700561812128772,fixed_recovery,248,53,699
19.782955529064388,fixed_recovery,248,52,700
19.8209197797444,fixed_recovery,248,51,701
19.964939003467727,fixed_recovery,248,50,702
19.975546979262063,fixed_recovery,248,49,703
19.97574757596322,infection,247,50,703
19.981132579286438,fixed_recovery,247,49,704
20.00092843935258,fixed_recovery,247,48,705
20.024588201851103,infection,246,49,705
20.05983361326877,fixed_recovery,246,48,706
20.082726830091257,fixed_recovery,246,47,707
20.13303087414517,fixed_recovery,246,46,708
20.138909444260005,infection,245,47,708
20.17215433509726,fixed_recovery,245,46,709
20.203869426469325,fixed_recovery,245,45,710
20.251799033773327,fixed_recovery,245,44,711
20.252485020113582,fixed_recovery,245,43,712
20.285443042725063,fixed_recovery,245,42,713
20.31662168038066,fixed_recovery,245,41,714
20.341628778375362,fixed_recovery,245,40,715
20.349801634073877,fixed_recovery,245,39,716
20.373546287595474,fixed_recovery,245,38,717
20.40510864678672,fixed_recovery,245,37,718
20.412325829721283,fixed_recovery,245,36,719
20.488655024385512,fixed_recovery,245,35,720
20.493225720387493,fixed_recovery,245,34,721
20.502866557479496,fixed_recovery,245,33,722
20.597513295597185,fixed_recovery,245,32,723
20.755619848064903,fixed_recovery,245,31,724
20.852240113523788,fixed_recovery,245,30,725
20.955710475572324,fixed_recovery,245,29,726
20.983184282377042,fixed_recovery,245,28,727
21.000777007634575,infection,244,29,727
21.181574491066115,fixed_recovery,244,28,728
21.184659698087636,fixed_recovery,244,27,729
21.21204472296802,fixed_recovery,244,26,730
21.32204817395088,fixed_recovery,244,25,731
21.34359346817651,fixed_recovery,244,24,732
21.46190085508223,fixed_recovery,244,23,733
21.488592463270173,fixed_recovery,244,22,734
21.601840481555385,fixed_recovery,244,21,735
21.688780167096695,fixed_recovery,244,20,736
21.75559058913294,fixed_recovery,244,19,737
21.837301008758775,infection,243,20,737
21.890319238233367,fixed_recovery,243,19,738
21.962843060572315,infection,242,20,738
22.009637529961186,fixed_recovery,242,19,739
22.12641938041237,fixed_recovery,242,18,740
22.14890773973034,infection,241,19,740
22.163927580079566,infection,240,20,740
22.243746480642567,fixed_recovery,240,19,741
22.29822015440682,fixed_recovery,240,18,742
22.377326037277864,infection,239,19,742
22.71085696527935,fixed_recovery,239,18,743
22.718250062939763,infection,238,19,743
22.814481612775058,fixed_recovery,238,18,744
23.073622385325294,infection,237,19,744
23.10234182489682,fixed_recovery,237,18,745
23.1075502687804,infection,236,19,745
23.12470594358936,infection,235,20,745
23.16880730831217,fixed_recovery,235,19,746
23.18636180427528,fixed_recovery,235,18,747
23.209428299681232,fixed_recovery,235,17,748
23.29449267271624,fixed_recovery,235,16,749
23.295606960962335,fixed_recovery,235,15,750
23.359693983104215,fixed_recovery,235,14,751
23.621107446452882,fixed_recovery,235,13,752
23.97574757596322,fixed_recovery,235,12,753
24.024588201851103,fixed_recovery,235,11,754
24.138909444260005,fixed_recovery,235,10,755
25.000777007634575,fixed_recovery,235,9,756
25.213895768403905,infection,234,10,756
25.837301008758775,fixed_recovery,234,9,757
25.962843060572315,fixed_recovery,234,8,758
26.14890773973034,fixed_recovery,234,7,759
26.163927580079566,fixed_recovery,234,6,760
26.377326037277864,fixed_recovery,234,5,761
26.718250062939763,fixed_recovery,234,4,762
27.073622385325294,fixed_recovery,234,3,763
27.1075502687804,fixed_recovery,234,2,764
27.12470594358936,fixed_recovery,234,1,765
29.213895768403905,fixed_recovery,234,0,766
