t,event,person_id,S,I,R
17.369881566516536,infection,209,557,164,279
17.375603893145353,recovery,655,557,163,280
17.382089299639144,infection,50,556,164,280
17.390025215080676,recovery,895,556,163,281
17.403810513845627,recovery,805,556,162,282
17.414999377454,infection,152,555,163,282
17.41846480367544,recovery,61,555,162,283
17.437938493941903,infection,537,554,163,283
17.4545083398698,recovery,365,554,162,284
17.465790792007958,infection,427,553,163,284
17.474946527979153,recovery,825,553,162,285
17.487200925906627,infection,456,552,163,285
17.50761185028116,recovery,238,552,162,286
17.54239571006835,infection,932,551,163,286
17.55032495200965,infection,15,550,164,286
17.55348934860578,infection,425,549,165,286
17.55720885721377,infection,872,548,166,286
17.56323219077784,infection,703,547,167,286
17.57123107093486,recovery,218,547,166,287
17.57652883360295,infection,936,546,167,287
17.596258490737963,infection,411,545,168,287
17.598799129200316,recovery,223,545,167,288
17.61643738430488,infection,281,544,168,288
17.6378543861198,recovery,642,544,167,289
17.647876033697152,recovery,289,544,166,290
17.64969441266931,recovery,464,544,165,291
17.67117910973436,recovery,140,544,164,292
17.68816910306232,recovery,53,544,163,293
17.700934240879906,infection,981,543,164,293
17.704473353944984,recovery,271,543,163,294
17.715284621199213,recovery,670,543,162,295
17.73976115032944,infection,887,542,163,295
17.740989558783806,recovery,15,542,162,296
17.74440238120087,recovery,199,542,161,297
17.759666030032655,infection,528,541,162,297
17.763148305884293,infection,536,540,163,297
17.767868913708508,infection,70,539,164,297
17.7688997668193,infection,440,538,165,297
17.788956570794493,recovery,708,538,164,298
17.82430575046822,infection,652,537,165,298
17.86889150737794,recovery,955,537,164,299
17.8857927555581,recovery,229,537,163,300
17.894752966230463,infection,462,536,164,300
17.901825093928665,infection,665,535,165,300
17.92093834103531,recovery,482,535,164,301
17.93378773480581,recovery,703,535,163,302
17.93606225686481,infection,659,534,164,302
17.962155770675782,recovery,924,534,163,303
17.96320727038843,recovery,641,534,162,304
17.96579069549732,recovery,25,534,161,305
17.992293159878127,infection,422,533,162,305
17.996942069478216,infection,819,532,163,305
18.00835699995789,infection,629,531,164,305
18.013269871513252,infection,183,530,165,305
18.013382634588826,infection,103,529,166,305
18.02317082235457,infection,313,528,167,305
18.02776152095748,recovery,26,528,166,306
18.02807510881563,recovery,537,528,165,307
18.030106867834018,infection,892,527,166,307
18.037506770094367,recovery,668,527,165,308
18.04722512403779,recovery,62,527,164,309
18.053289505122773,recovery,594,527,163,310
18.060496898186575,infection,72,526,164,310
18.061544549929586,infection,192,525,165,310
18.07260210792661,recovery,561,525,164,311
18.080953442062572,recovery,489,525,163,312
18.085566041709576,recovery,611,525,162,313
18.08763313254552,infection,713,524,163,313
18.09124613907408,recovery,696,524,162,314
18.13346685173516,infection,373,523,163,314
18.146035541530072,recovery,819,523,162,315
18.14643013786021,infection,967,522,163,315
18.217805629309783,infection,240,521,164,315
18.247992473545494,infection,42,520,165,315
18.252756304540135,infection,430,519,166,315
18.25515021447076,recovery,181,519,165,316
18.263443532090285,recovery,334,519,164,317
18.268485382122567,recovery,373,519,163,318
18.29262782236462,infection,910,518,164,318
18.29850066993426,recovery,74,518,163,319
18.35836937113007,recovery,757,518,162,320
18.380033926764973,infection,734,517,163,320
18.38372424030068,recovery,948,517,162,321
18.400247591116653,recovery,863,517,161,322
18.41152249372269,infection,502,516,162,322
18.41467088958617,recovery,71,516,161,323
18.419311473973526,infection,701,515,162,323
18.444177511250896,recovery,414,515,161,324
18.457184223313337,recovery,859,515,160,325
18.46657908465547,infection,862,514,161,325
18.46868763662673,infection,898,513,162,325
18.47696670668785,recovery,466,513,161,326
18.485849762627783,infection,326,512,162,326
18.498060194398906,recovery,536,512,161,327
18.507404205529507,infection,377,511,162,327
18.523785745333363,infection,382,510,163,327
18.53785147904128,recovery,313,510,162,328
18.569380555165182,recovery,540,510,161,329
18.57719617578543,infection,520,509,162,329
18.58191644890536,recovery,543,509,161,330
18.628463208372935,recovery,427,509,160,331
18.629238199292093,infection,759,508,161,331
18.629251496550243,recovery,240,508,160,332
18.63012860927356,infection,387,507,161,332
18.638889884875912,infection,189,506,162,332
18.657104057312374,infection,432,505,163,332
18.673708956506296,infection,832,504,164,332
18.676035975177392,infection,362,503,165,332
18.69212050491205,recovery,405,503,164,333
18.702165945510565,recovery,475,503,163,334
18.71877247866656,infection,845,502,164,334
18.720898096432286,infection,802,501,165,334
18.724046043207515,infection,893,500,166,334
18.74043115120391,infection,554,499,167,334
18.7698867417336,infection,435,498,168,334
18.789960252769113,infection,549,497,169,334
18.790708448570516,recovery,541,497,168,335
18.793695637141163,infection,906,496,169,335
18.808935665604665,infection,423,495,170,335
18.824056123853723,recovery,131,495,169,336
18.835760343263345,infection,447,494,170,336
18.84000742232475,recovery,6,494,169,337
18.851292917971655,infection,960,493,170,337
18.866859379048027,infection,926,492,171,337
18.875060009930067,recovery,19,492,170,338
18.876381150056734,infection,650,491,171,338
18.878403473339535,infection,584,490,172,338
18.890347951226964,recovery,484,490,171,339
18.898420605974614,recovery,499,490,170,340
18.899779256516815,infection,395,489,171,340
18.89995685123821,recovery,491,489,170,341
18.90147081366428,recovery,887,489,169,342
18.922917185464712,recovery,287,489,168,343
18.923423366975033,infection,591,488,169,343
18.94708201755542,recovery,675,488,168,344
18.968235166328192,recovery,892,488,167,345
18.986784265542713,infection,522,487,168,345
18.98751016508204,recovery,663,487,167,346
18.998328479775523,infection,662,486,168,346
19.018359084194064,infection,226,485,169,346
19.06733866476095,infection,323,484,170,346
19.103681426712196,infection,255,483,171,346
19.110437578990453,infection,913,482,172,346
19.133648959873216,infection,7,481,173,346
19.142679505387118,infection,469,480,174,346
19.143247091465984,recovery,17,480,173,347
19.153713852517363,infection,667,479,174,347
19.180933564844675,infection,162,478,175,347
19.187627350068404,infection,922,477,176,347
19.191127765647565,infection,194,476,177,347
19.19266199007811,recovery,362,476,176,348
19.19282876065408,infection,230,475,177,348
19.201194081391062,infection,951,474,178,348
19.205453972914388,infection,216,473,179,348
19.220140602150522,infection,426,472,180,348
19.226022625923516,infection,915,471,181,348
19.23945412729182,recovery,802,471,180,349
19.25974690330684,infection,273,470,181,349
19.26023010439699,infection,284,469,182,349
19.261021322181406,infection,939,468,183,349
19.263626801488165,recovery,327,468,182,350
19.27231538919343,infection,247,467,183,350
19.28174006954854,infection,853,466,184,350
19.294938383997295,recovery,196,466,183,351
19.335858653322916,infection,977,465,184,351
19.345881699867654,recovery,72,465,183,352
19.355076599890243,infection,660,464,184,352
19.366051337547844,recovery,133,464,183,353
19.3689761571163,infection,923,463,184,353
19.370041853951754,recovery,323,463,183,354
19.384065389545977,recovery,152,463,182,355
19.385107956039775,recovery,7,463,181,356
19.386061430046,recovery,273,463,180,357
19.38880759698047,infection,613,462,181,357
19.41443938116818,infection,795,461,182,357
19.43389294939559,infection,490,460,183,357
19.44341876251409,recovery,665,460,182,358
19.47112380936687,infection,940,459,183,358
19.47933998052493,recovery,923,459,182,359
19.493695326746096,infection,649,458,183,359
19.495035862390655,recovery,361,458,182,360
19.507696698075442,recovery,213,458,181,361
19.51851625381168,recovery,460,458,180,362
19.532160365406316,recovery,425,458,179,363
19.533572972943723,recovery,450,458,178,364
19.550148719066225,infection,972,457,179,364
19.571984882068122,infection,144,456,180,364
19.578909488110217,recovery,739,456,179,365
19.583823304448288,recovery,762,456,178,366
19.587494572000224,recovery,781,456,177,367
19.59645222607145,infection,807,455,178,367
19.605088468186953,infection,212,454,179,367
19.63909166760791,infection,564,453,180,367
19.654309381190114,recovery,442,453,179,368
19.666934246387346,infection,602,452,180,368
19.669757013745194,recovery,285,452,179,369
19.671736962815597,recovery,689,452,178,370
19.67946054564902,recovery,112,452,177,371
19.690642338914323,recovery,853,452,176,372
19.6929771006336,recovery,840,452,175,373
19.709221326535594,recovery,216,452,174,374
19.711507820538767,recovery,522,452,173,375
19.71308707815027,infection,538,451,174,375
19.718856256434197,recovery,279,451,173,376
19.73555062853035,infection,16,450,174,376
19.75421036672342,recovery,602,450,173,377
19.775696460809634,infection,817,449,174,377
19.807996971905656,infection,353,448,175,377
19.848314577448754,recovery,440,448,174,378
19.853889212655094,recovery,911,448,173,379
19.86519591420547,infection,552,447,174,379
19.895148833438864,infection,731,446,175,379
19.89918123368223,infection,211,445,176,379
19.908495377736223,recovery,936,445,175,380
19.950000369178603,recovery,132,445,174,381
19.962803233160837,recovery,735,445,173,382
19.963631487293217,recovery,862,445,172,383
19.9641488632737,recovery,189,445,171,384
19.98468678487594,recovery,649,445,170,385
19.9866428073093,recovery,42,445,169,386
20.03158898741158,infection,738,444,170,386
20.031657774000426,infection,145,443,171,386
20.050751976167735,infection,363,442,172,386
20.066706794747972,infection,551,441,173,386
20.067547121714444,recovery,591,441,172,387
20.070964364715188,infection,958,440,173,387
20.08737241728979,recovery,194,440,172,388
20.09282232608334,recovery,552,440,171,389
20.10704701313478,infection,729,439,172,389
20.118783818024816,infection,806,438,173,389
20.125654289396028,recovery,349,438,172,390
20.144862357348234,infection,227,437,173,390
20.145981103352135,recovery,363,437,172,391
20.151402746670477,recovery,943,437,171,392
20.17822751847869,recovery,845,437,170,393
20.197256654898126,infection,518,436,171,393
20.2237702325345,infection,85,435,172,393
20.22771180723229,infection,619,434,173,393
20.233064831583526,recovery,192,434,172,394
20.257036177627615,infection,166,433,173,394
20.26287379833054,recovery,230,433,172,395
20.295390124168485,recovery,821,433,171,396
20.308820588418964,recovery,395,433,170,397
20.32014277033787,recovery,628,433,169,398
20.320245023008667,recovery,518,433,168,399
20.369629857853123,recovery,291,433,167,400
20.398973082297896,recovery,91,433,166,401
20.409279507643575,infection,299,432,167,401
20.44877954940081,recovery,972,432,166,402
20.449470888171767,recovery,198,432,165,403
20.452614751716908,infection,826,431,166,403
20.4726229724528,infection,14,430,167,403
20.502465578825667,infection,792,429,168,403
20.54324350235797,infection,608,428,169,403
20.5487824061244,recovery,747,428,168,404
20.557754997749004,recovery,619,428,167,405
20.58642765770669,infection,492,427,168,405
20.6159402994799,infection,677,426,169,405
20.62533715620796,infection,823,425,170,405
20.629877561269545,recovery,96,425,169,406
20.63352940122429,infection,106,424,170,406
20.65832480494811,infection,912,423,171,406
20.686363754961288,infection,740,422,172,406
20.688048979644165,infection,170,421,173,406
20.700196664406267,infection,963,420,174,406
20.711564603740385,recovery,390,420,173,407
20.72022648099599,infection,838,419,174,407
20.739182878699925,recovery,224,419,173,408
20.75411137829246,recovery,910,419,172,409
20.762684543243655,infection,381,418,173,409
20.805891078969708,recovery,882,418,172,410
20.8212744093841,infection,483,417,173,410
20.82368543848657,infection,219,416,174,410
20.831598349363553,recovery,284,416,173,411
20.846219668307345,recovery,646,416,172,412
20.857783100624353,recovery,488,416,171,413
20.86526758915525,infection,372,415,172,413
20.86936266604868,recovery,584,415,171,414
20.874062090073952,recovery,608,415,170,415
20.87679300102944,infection,523,414,171,415
20.907589053949785,recovery,16,414,170,416
20.922098800475542,infection,691,413,171,416
20.92536825551228,infection,451,412,172,416
20.93280122041275,recovery,486,412,171,417
20.94949526221385,recovery,629,412,170,418
21.0029971761341,infection,185,411,171,418
21.015506333631855,recovery,637,411,170,419
21.022500939451955,recovery,382,411,169,420
21.031211070272036,infection,842,410,170,420
21.051822288341818,recovery,981,410,169,421
21.083448518876363,infection,728,409,170,421
21.11299326376125,infection,699,408,171,421
21.11912112885185,recovery,368,408,170,422
21.12773967839945,recovery,915,408,169,423
21.14526080548209,infection,742,407,170,423
21.161117333584325,infection,444,406,171,423
21.16189813626158,infection,201,405,172,423
21.169517658578023,infection,250,404,173,423
21.19357774256404,recovery,872,404,172,424
21.194479701444823,infection,755,403,173,424
21.211545590227825,infection,871,402,174,424
21.21428476271431,infection,654,401,175,424
21.22139471370228,recovery,662,401,174,425
21.226374816568413,infection,102,400,175,425
21.228754113386067,recovery,812,400,174,426
21.236472511245832,infection,87,399,175,426
21.267776927468717,recovery,847,399,174,427
21.280763530056873,recovery,462,399,173,428
21.282911231535092,recovery,255,399,172,429
21.28294052659381,infection,452,398,173,429
21.286736158975064,recovery,426,398,172,430
21.29020426183685,recovery,387,398,171,431
21.30516012336193,infection,712,397,172,431
21.373530979343176,infection,988,396,173,431
21.385066991743795,recovery,528,396,172,432
21.390376807841946,infection,918,395,173,432
21.40267033854583,recovery,77,395,172,433
21.409963360371858,recovery,958,395,171,434
21.43774152211168,infection,658,394,172,434
21.438167270716168,recovery,832,394,171,435
21.44755262052615,infection,315,393,172,435
21.45915784516468,infection,831,392,173,435
21.463414855695337,infection,683,391,174,435
21.46811713943075,recovery,102,391,173,436
21.48156588932961,recovery,644,391,172,437
21.499697444336032,infection,311,390,173,437
21.50421481895753,recovery,247,390,172,438
21.54141668850554,recovery,857,390,171,439
21.569587989269344,infection,421,389,172,439
21.576900094353327,recovery,742,389,171,440
21.578810254823335,recovery,806,389,170,441
21.58621929625197,recovery,728,389,169,442
21.59880213093693,recovery,469,389,168,443
21.60388172276463,infection,710,388,169,443
21.607490245990377,infection,439,387,170,443
21.63196698024646,recovery,184,387,169,444
21.647671464547013,infection,261,386,170,444
21.66130025643906,recovery,822,386,169,445
21.665753013191903,recovery,162,386,168,446
21.696926159624372,recovery,311,386,167,447
21.731342780892017,recovery,116,386,166,448
21.73996564015236,infection,690,385,167,448
21.75818528119259,recovery,807,385,166,449
21.76110881364313,infection,674,384,167,449
21.789121314343944,infection,771,383,168,449
21.811190824720164,recovery,14,383,167,450
21.844331957806496,recovery,551,383,166,451
21.8474955420645,recovery,674,383,165,452
21.85126400949937,recovery,372,383,164,453
21.87293337505381,infection,308,382,165,453
21.873881432790498,recovery,338,382,164,454
21.88752408209923,infection,766,381,165,454
21.90193689438665,infection,188,380,166,454
21.90946905061588,recovery,690,380,165,455
21.91610960526572,recovery,926,380,164,456
21.918265308187806,recovery,324,380,163,457
21.919112915618193,infection,848,379,164,457
21.923579754902086,recovery,166,379,163,458
21.92458710939328,infection,200,378,164,458
21.92664292423416,recovery,654,378,163,459
21.947028474895745,recovery,249,378,162,460
21.948344596546388,recovery,583,378,161,461
21.94919577143027,recovery,763,378,160,462
21.951754563783215,recovery,448,378,159,463
21.972575150591577,recovery,683,378,158,464
21.973732211434868,recovery,913,378,157,465
21.975424043505292,recovery,148,378,156,466
21.99567531530594,recovery,816,378,155,467
22.00861954146936,recovery,740,378,154,468
22.016689608812868,recovery,409,378,153,469
22.018520647339844,recovery,261,378,152,470
22.030614532910576,recovery,144,378,151,471
22.036939128299746,infection,138,377,152,471
22.044449764846267,infection,476,376,153,471
22.079486605791146,infection,555,375,154,471
22.0795044299509,recovery,252,375,153,472
22.099680956244054,recovery,962,375,152,473
22.10619166013698,infection,974,374,153,473
22.110961934012455,recovery,734,374,152,474
22.125732406765245,infection,778,373,153,474
22.13168904953156,infection,23,372,154,474
22.142725960325887,recovery,174,372,153,475
22.157676875201386,recovery,170,372,152,476
22.16148106848326,infection,532,371,153,476
22.17824628980972,recovery,842,371,152,477
22.186134773565083,infection,231,370,153,477
22.188626954165493,recovery,239,370,152,478
22.192178045237398,infection,346,369,153,478
22.193637278467374,recovery,673,369,152,479
22.216160534455554,recovery,227,369,151,480
22.226585391844704,recovery,73,369,150,481
22.232881023532507,infection,344,368,151,481
22.242402014647524,recovery,106,368,150,482
22.265297656224494,infection,885,367,151,482
22.268595597633738,recovery,452,367,150,483
22.282445095686178,recovery,306,367,149,484
22.28629836954856,infection,846,366,150,484
22.32797366298473,recovery,778,366,149,485
22.35851415324677,recovery,564,366,148,486
22.367209742750262,infection,986,365,149,486
22.372295159978734,infection,246,364,150,486
22.37388062007963,infection,65,363,151,486
22.379420037010995,infection,493,362,152,486
22.38787457780691,recovery,149,362,151,487
22.459105512839717,recovery,738,362,150,488
22.46143405392338,infection,416,361,151,488
22.471140942822547,infection,726,360,152,488
22.49695442740593,recovery,476,360,151,489
22.49920149322706,infection,779,359,152,489
22.523697381902274,infection,517,358,153,489
22.53253935735483,infection,420,357,154,489
22.540283633086236,infection,301,356,155,489
22.560944443984827,recovery,932,356,154,490
22.590352116891168,recovery,143,356,153,491
22.593064988997604,recovery,430,356,152,492
22.6160816369992,infection,535,355,153,492
22.620653054441792,recovery,626,355,152,493
22.622657849060356,recovery,490,355,151,494
22.627504789694484,infection,801,354,152,494
22.648803049429976,infection,333,353,153,494
22.65055073838821,recovery,377,353,152,495
22.65834735430182,infection,595,352,153,495
22.671009658214494,infection,37,351,154,495
22.674030428890177,infection,635,350,155,495
22.67799140617252,recovery,524,350,154,496
22.709549859701237,recovery,938,350,153,497
22.713584829630296,infection,38,349,154,497
22.7407916497061,recovery,103,349,153,498
22.742531666873845,infection,717,348,154,498
22.756893625589566,infection,694,347,155,498
22.76150730489502,infection,789,346,156,498
22.772977484159348,recovery,520,346,155,499
22.77887861907493,recovery,145,346,154,500
22.780963082043293,recovery,421,346,153,501
22.813154306767174,recovery,23,346,152,502
22.822267093278466,recovery,988,346,151,503
22.836830161066548,recovery,894,346,150,504
22.85807132196649,infection,328,345,151,504
22.86123917576166,recovery,138,345,150,505
22.866850167081274,recovery,960,345,149,506
22.92590780810755,infection,391,344,150,506
22.948393678633675,recovery,391,344,149,507
22.950373156390334,recovery,595,344,148,508
22.993883909633787,recovery,492,344,147,509
22.99663967005046,recovery,411,344,146,510
23.000882824809807,recovery,50,344,145,511
23.006492924544432,infection,931,343,146,511
23.036951926924832,recovery,70,343,145,512
23.054717248939735,recovery,798,343,144,513
23.061729113932483,infection,754,342,145,513
23.085360471560154,recovery,667,342,144,514
23.1112423989343,infection,56,341,145,514
23.124587115535686,infection,168,340,146,514
23.131323787940342,recovery,65,340,145,515
23.13201817028798,recovery,226,340,144,516
23.138187393948336,infection,319,339,145,516
23.170730244556104,recovery,922,339,144,517
23.182838474312895,recovery,893,339,143,518
23.18824026440539,recovery,918,339,142,519
23.233579416909027,infection,904,338,143,519
23.280414710914254,recovery,712,338,142,520
23.311411457334437,recovery,906,338,141,521
23.320270917187493,recovery,769,338,140,522
23.34408875812172,recovery,779,338,139,523
23.35196296214162,recovery,221,338,138,524
23.36352062683245,recovery,990,338,137,525
23.41470647489502,recovery,588,338,136,526
23.42930497364554,recovery,710,338,135,527
23.429336620413437,infection,851,337,136,527
23.432321888862393,recovery,535,337,135,528
23.445093541502615,infection,933,336,136,528
23.445607647268563,recovery,258,336,135,529
23.486750520873805,infection,151,335,136,529
23.51160579945341,infection,565,334,137,529
23.532359215036255,recovery,168,334,136,530
23.544100192297417,recovery,755,334,135,531
23.558105715669125,recovery,435,334,134,532
23.5616165518057,infection,866,333,135,532
23.564613143335215,recovery,823,333,134,533
23.57053758406501,recovery,56,333,133,534
23.584039006058386,infection,827,332,134,534
23.59664033465463,infection,234,331,135,534
23.614631784795783,infection,575,330,136,534
23.648713194517597,infection,471,329,137,534
23.656000629278008,recovery,308,329,136,535
23.663860397765532,infection,791,328,137,535
23.66620716771322,infection,108,327,138,535
23.673443577299597,recovery,635,327,137,536
23.68266523829155,recovery,333,327,136,537
23.74170683356736,infection,408,326,137,537
23.743058768769025,recovery,502,326,136,538
23.758369044896433,recovery,659,326,135,539
23.784670624925752,infection,722,325,136,539
23.800341897601495,recovery,791,325,135,540
23.883404533545967,infection,849,324,136,540
23.89342843662618,recovery,422,324,135,541
23.909297817366674,recovery,573,324,134,542
23.92525296561038,infection,32,323,135,542
23.942132629908883,infection,896,322,136,542
23.97666784857368,infection,718,321,137,542
23.98471250925777,infection,161,320,138,542
23.987840895522623,infection,830,319,139,542
24.07869591829223,recovery,219,319,138,543
24.10082848330205,recovery,758,319,137,544
24.102768441473142,recovery,315,319,136,545
24.109111881704756,infection,512,318,137,545
24.13829612199064,infection,59,317,138,545
24.152332456839705,recovery,480,317,137,546
24.15281811255152,recovery,701,317,136,547
24.177684013097572,infection,914,316,137,547
24.193365943597808,recovery,986,316,136,548
24.194336693498727,recovery,161,316,135,549
24.232304837924822,infection,572,315,136,549
24.259624989177325,infection,413,314,137,549
24.267948135269084,recovery,713,314,136,550
24.282689738219954,recovery,830,314,135,551
24.316435128106054,recovery,726,314,134,552
24.323311785937303,infection,260,313,135,552
24.330252698841115,recovery,866,313,134,553
24.37644742656409,recovery,691,313,133,554
24.388283222141276,recovery,951,313,132,555
24.404481579290753,recovery,260,313,131,556
24.405325468192554,infection,760,312,132,556
24.422963468080436,infection,330,311,133,556
24.42551374738996,recovery,554,311,132,557
24.430341221960365,recovery,904,311,131,558
24.443034345681923,infection,123,310,132,558
24.459762756923777,infection,695,309,133,558
24.47569073771968,infection,3,308,134,558
24.4767388533201,infection,724,307,135,558
24.487858256090213,recovery,299,307,134,559
24.495990518836763,recovery,212,307,133,560
24.5605694641714,recovery,32,307,132,561
24.562373096210653,infection,777,306,133,561
24.591252353613523,infection,978,305,134,561
24.612818243525467,recovery,884,305,133,562
24.62590956007655,recovery,731,305,132,563
24.63828879011881,recovery,585,305,131,564
24.64414111766011,recovery,775,305,130,565
24.645122481070658,recovery,87,305,129,566
24.654799378068645,infection,359,304,130,566
24.655378142846555,infection,215,303,131,566
24.68231035182053,recovery,974,303,130,567
24.696777925630915,recovery,777,303,129,568
24.735971769090256,recovery,280,303,128,569
24.742647304139293,recovery,416,303,127,570
24.75492141997967,infection,835,302,128,570
24.75635336730921,recovery,465,302,127,571
24.79127982159565,recovery,572,302,126,572
24.823184347692486,recovery,471,302,125,573
24.832590004700265,infection,463,301,126,573
24.872397076267273,recovery,699,301,125,574
24.920109078277598,infection,764,300,126,574
24.92428349381038,recovery,38,300,125,575
24.930443824086556,infection,889,299,126,575
24.94473164950698,recovery,191,299,125,576
24.961101607222904,recovery,848,299,124,577
24.96653438907412,recovery,795,299,123,578
25.015168765391177,recovery,523,299,122,579
25.01689426179733,recovery,846,299,121,580
25.02466863186603,recovery,231,299,120,581
25.033864244683713,recovery,964,299,119,582
25.058217849986463,infection,190,298,120,582
25.061833145696134,recovery,789,298,119,583
25.109158321265152,recovery,607,298,118,584
25.112694610213264,infection,473,297,119,584
25.129585008393914,recovery,939,297,118,585
25.13671867512771,recovery,413,297,117,586
25.15542105836929,recovery,555,297,116,587
25.1596322906648,recovery,801,297,115,588
25.16186261107493,recovery,328,297,114,589
25.20291180496186,recovery,381,297,113,590
25.217172737106686,infection,253,296,114,590
25.23686514317769,recovery,961,296,113,591
25.2547359974511,infection,195,295,114,591
25.26974301606024,infection,864,294,115,591
25.292516805615122,recovery,566,294,114,592
25.386848117449823,infection,495,293,115,592
25.458520478801088,infection,36,292,116,592
25.480182272821022,recovery,463,292,115,593
25.489910343301005,recovery,36,292,114,594
25.495178535516704,recovery,963,292,113,595
25.496029342967674,infection,27,291,114,595
25.510864863752314,infection,865,290,115,595
25.525616788994185,recovery,831,290,114,596
25.526827011312385,recovery,692,290,113,597
25.567731582232266,infection,485,289,114,597
25.624755399264245,recovery,234,289,113,598
25.729272154638043,recovery,898,289,112,599
25.7441225144125,infection,111,288,113,599
25.75213430292791,infection,351,287,114,599
25.771858403665014,recovery,672,287,113,600
25.79400942296595,recovery,538,287,112,601
25.800547109225757,recovery,27,287,111,602
25.808957083541227,infection,263,286,112,602
25.850236144434728,recovery,761,286,111,603
25.851730400315333,recovery,37,286,110,604
25.893503755425787,recovery,82,286,109,605
25.898975986818627,recovery,766,286,108,606
25.93278218395837,infection,34,285,109,606
25.948826058562187,recovery,352,285,108,607
25.96952064449773,recovery,483,285,107,608
25.972462286188872,recovery,246,285,106,609
25.994146898395613,infection,20,284,107,609
25.99912932475509,infection,820,283,108,609
26.00348836191577,infection,643,282,109,609
26.01289156638706,recovery,729,282,108,610
26.02614725496764,infection,799,281,109,610
26.0455432141261,recovery,920,281,108,611
26.05079354456699,recovery,695,281,107,612
26.087631534625434,recovery,967,281,106,613
26.125991904151675,recovery,826,281,105,614
26.14757599874735,recovery,346,281,104,615
26.18083441089168,infection,507,280,105,615
26.182998221607907,recovery,827,280,104,616
26.278034209128293,recovery,151,280,103,617
26.287404828043037,recovery,85,280,102,618
26.316611578407205,recovery,645,280,101,619
26.32728441402261,recovery,912,280,100,620
26.36189522603514,recovery,820,280,99,621
26.36873591617386,recovery,183,280,98,622
26.379431324422328,infection,367,279,99,622
26.379804882154716,infection,470,278,100,622
26.38662798794229,infection,880,277,101,622
26.401659956174374,recovery,871,277,100,623
26.45273510540705,recovery,97,277,99,624
26.50006042095518,infection,159,276,100,624
26.509780325732184,recovery,470,276,99,625
26.51124195239827,recovery,439,276,98,626
26.520025710314666,recovery,190,276,97,627
26.545331234527186,infection,412,275,98,627
26.627871313291095,recovery,724,275,97,628
26.648170214449348,recovery,565,275,96,629
26.6505486542354,recovery,792,275,95,630
26.656507588114792,infection,574,274,96,630
26.665703854245123,infection,117,273,97,630
26.877236461036844,recovery,880,273,96,631
26.908752023950186,recovery,367,273,95,632
26.928724845259914,recovery,351,273,94,633
26.955058077772318,infection,503,272,95,633
27.07707842291699,recovery,209,272,94,634
27.07757592372498,recovery,3,272,93,635
27.07836431111729,infection,276,271,94,635
27.088874613445235,infection,165,270,95,635
27.090147327221633,recovery,517,270,94,636
27.103601330549232,recovery,59,270,93,637
27.144249982323515,recovery,353,270,92,638
27.229827213642672,recovery,652,270,91,639
27.314104189801746,recovery,108,270,90,640
27.327732444724322,infection,118,269,91,640
27.357402239407385,recovery,242,269,90,641
27.407228043713467,infection,870,268,91,641
27.45935622441552,recovery,643,268,90,642
27.508430166266148,recovery,838,268,89,643
27.54991499322642,recovery,718,268,88,644
27.562051080684114,recovery,118,268,87,645
27.5655048723481,recovery,851,268,86,646
27.599972254941687,recovery,764,268,85,647
27.645071570518592,infection,553,267,86,647
27.649005363907275,infection,768,266,87,647
27.64992979910309,recovery,656,266,86,648
27.79938090699337,infection,634,265,87,648
27.867993975645824,infection,765,264,88,648
27.938711931240807,recovery,650,264,87,649
27.982231906974683,recovery,420,264,86,650
28.041977656686655,recovery,885,264,85,651
28.044992203749167,recovery,253,264,84,652
28.134969234546386,infection,366,263,85,652
28.2289294367791,recovery,319,263,84,653
28.2391570731251,infection,374,262,85,653
28.295947693922084,recovery,575,262,84,654
28.37817046484898,recovery,503,262,83,655
28.42114310476803,infection,337,261,84,655
28.43461113724586,infection,128,260,85,655
28.448753141807913,infection,753,259,86,655
28.502122692044594,recovery,773,259,85,656
28.525453861445726,infection,41,258,86,656
28.600705503455895,recovery,612,258,85,657
28.625776446007997,infection,772,257,86,657
28.630134796621572,infection,891,256,87,657
28.638388702210385,recovery,263,256,86,658
28.647513347724185,recovery,432,256,85,659
28.684828963454457,infection,563,255,86,659
28.688848946868116,recovery,532,255,85,660
28.705735647967384,recovery,717,255,84,661
28.715074678957848,recovery,931,255,83,662
28.727120084354866,recovery,215,255,82,663
28.75268434708632,recovery,889,255,81,664
28.777579898377535,infection,104,254,82,664
28.804984272017894,recovery,188,254,81,665
28.84205769537799,recovery,451,254,80,666
28.848016191931375,infection,580,253,81,666
28.958939610097048,recovery,123,253,80,667
28.962733239535137,infection,557,252,81,667
28.9795893278993,recovery,326,252,80,668
29.01475049473814,recovery,589,252,79,669
29.031377341546598,recovery,159,252,78,670
29.058311233765387,infection,732,251,79,670
29.10217370148606,recovery,128,251,78,671
29.123558412268036,recovery,344,251,77,672
29.1445442902309,recovery,817,251,76,673
29.3517422092907,recovery,771,251,75,674
29.395179307716347,infection,256,250,76,674
29.407940843104758,recovery,290,250,75,675
29.430082744236525,infection,236,249,76,675
29.439638409106614,recovery,634,249,75,676
29.519707334094665,recovery,200,249,74,677
29.601344240523584,infection,829,248,75,677
29.637723789353707,infection,921,247,76,677
29.657482082542927,recovery,891,247,75,678
29.708392140732315,recovery,408,247,74,679
29.756345998123656,recovery,896,247,73,680
29.75837153685643,recovery,276,247,72,681
29.807708616765144,infection,705,246,73,681
29.87034263836996,recovery,677,246,72,682
