t,S,I,R
20.17822751847869,437,170,393
20.197256654898126,436,171,393
20.2237702325345,435,172,393
20.22771180723229,434,173,393
20.233064831583526,434,172,394
20.257036177627615,433,173,394
20.26287379833054,433,172,395
20.295390124168485,433,171,396
20.308820588418964,433,170,397
20.32014277033787,433,169,398
20.320245023008667,433,168,399
20.369629857853123,433,167,400
20.398973082297896,433,166,401
20.409279507643575,432,167,401
20.44877954940081,432,166,402
20.449470888171767,432,165,403
20.452614751716908,431,166,403
20.4726229724528,430,167,403
20.502465578825667,429,168,403
20.54324350235797,428,169,403
20.5487824061244,428,168,404
20.557754997749004,428,167,405
20.58642765770669,427,168,405
20.6159402994799,426,169,405
20.62533715620796,425,170,405
20.629877561269545,425,169,406
20.63352940122429,424,170,406
20.65832480494811,423,171,406
20.686363754961288,422,172,406
20.688048979644165,421,173,406
20.700196664406267,420,174,406
20.711564603740385,420,173,407
20.72022648099599,419,174,407
20.739182878699925,419,173,408
20.75411137829246,419,172,409
20.762684543243655,418,173,409
20.805891078969708,418,172,410
20.8212744093841,417,173,410
20.82368543848657,416,174,410
20.831598349363553,416,173,411
20.846219668307345,416,172,412
20.857783100624353,416,171,413
20.86526758915525,415,172,413
20.86936266604868,415,171,414
20.874062090073952,415,170,415
20.87679300102944,414,171,415
20.907589053949785,414,170,416
20.922098800475542,413,171,416
20.92536825551228,412,172,416
20.93280122041275,412,171,417
20.94949526221385,412,170,418
21.0029971761341,411,171,418
21.015506333631855,411,170,419
21.022500939451955,411,169,420
21.031211070272036,410,170,420
21.051822288341818,410,169,421
21.083448518876363,409,170,421
21.11299326376125,408,171,421
21.11912112885185,408,170,422
21.12773967839945,408,169,423
21.14526080548209,407,170,423
21.161117333584325,406,171,423
21.16189813626158,405,172,423
21.169517658578023,404,173,423
21.19357774256404,404,172,424
21.194479701444823,403,173,424
21.211545590227825,402,174,424
21.21428476271431,401,175,424
21.22139471370228,401,174,425
21.226374816568413,400,175,425
21.228754113386067,400,174,426
21.236472511245832,399,175,426
21.267776927468717,399,174,427
21.280763530056873,399,173,428
21.282911231535092,399,172,429
21.28294052659381,398,173,429
21.286736158975064,398,172,430
21.29020426183685,398,171,431
21.30516012336193,397,172,431
21.373530979343176,396,173,431
21.385066991743795,396,172,432
21.390376807841946,395,173,432
21.40267033854583,395,172,433
21.409963360371858,395,171,434
21.43774152211168,394,172,434
21.438167270716168,394,171,435
21.44755262052615,393,172,435
21.45915784516468,392,173,435
21.463414855695337,391,174,435
21.46811713943075,391,173,436
21.48156588932961,391,172,437
21.499697444336032,390,173,437
21.50421481895753,390,172,438
21.54141668850554,390,171,439
21.569587989269344,389,172,439
21.576900094353327,389,171,440
21.578810254823335,389,170,441
21.58621929625197,389,169,442
21.59880213093693,389,168,443
21.60388172276463,388,169,443
21.607490245990377,387,170,443
21.63196698024646,387,169,444
21.647671464547013,386,170,444
21.66130025643906,386,169,445
21.665753013191903,386,168,446
21.696926159624372,386,167,447
21.731342780892017,386,166,448
21.73996564015236,385,167,448
21.75818528119259,385,166,449
21.76110881364313,384,167,449
21.789121314343944,383,168,449
21.811190824720164,383,167,450
21.844331957806496,383,166,451
21.8474955420645,383,165,452
21.85126400949937,383,164,453
21.87293337505381,382,165,453
21.873881432790498,382,164,454
21.88752408209923,381,165,454
21.90193689438665,380,166,454
21.90946905061588,380,165,455
21.91610960526572,380,164,456
21.918265308187806,380,163,457
21.919112915618193,379,164,457
21.923579754902086,379,163,458
21.92458710939328,378,164,458
21.92664292423416,378,163,459
21.947028474895745,378,162,460
21.948344596546388,378,161,461
21.94919577143027,378,160,462
21.951754563783215,378,159,463
21.972575150591577,378,158,464
21.973732211434868,378,157,465
21.975424043505292,378,156,466
21.99567531530594,378,155,467
