num_servers,lambda,mu,rho_mean,avg_waiting_time_mean,avg_waiting_time_std,avg_system_time_mean,avg_system_time_std,max_queue_length_mean,utilization_mean,rho_analytical,Wq_analytical,W_analytical,stable
2,0.9,0.5,0.9,4.089328547654651,1.6213229470416917,6.062566335922471,1.6263177370099455,14.0,0.8691339742035311,0.9,8.526315789473687,10.526315789473687,true
3,0.9,0.5,0.6,0.5203437992595223,0.17726723862305727,2.5773707248424067,0.2976016575291902,5.8,0.6334429803657196,0.6,0.5912408759124088,2.591240875912409,true
4,0.9,0.5,0.45,0.11352754969248864,0.044776532530014186,2.198672124351823,0.14513004415138192,4.2,0.4790668759068305,0.45,0.11684876980204631,2.116848769802046,true
5,0.9,0.5,0.36,0.019977382891076985,0.026393561488488506,2.089659617701192,0.06988506409791731,1.8,0.3675587441436069,0.36,0.02531067721460389,2.0253106772146037,true
