num_repairers,replication,seed,time_to_failure,failed,avg_repair_queue,repairer_utilization
2,79,778,42.684144291228165,true,0.08490250406841932,0.4773215986930144
2,80,779,11.323377911290237,true,0.013130518991939568,0.3664392643863059
2,81,780,26.977681571651633,true,0.05069270132816844,0.4229698905242693
2,82,781,82.45001380180055,true,0.013554435105047639,0.3005234012021869
2,83,782,12.718959484294505,true,0.02994396334325551,0.6065736323821724
2,84,783,57.01145981750166,true,0.024356445573164985,0.31175370721593904
2,85,784,13.935469756429987,true,0.043508193642325325,0.5105035759267421
2,86,785,29.265770649233463,true,0.005985111271943502,0.45202993510522227
2,87,786,2.0638325720678097,true,0.10103248215131537,0.21027453017766154
2,88,787,58.05802169638266,true,0.021078931386464092,0.329424338676313
2,89,788,4.728611133542563,true,0.4942950444498689,0.9461428455383012
2,90,789,60.53735826372754,true,0.061254782218647996,0.42824435719943926
2,91,790,16.46455270098644,true,0.1590551161733019,0.4531807126226991
2,92,791,11.840722962760628,true,0.19551594238237185,0.4471932237678866
2,93,792,2.9670593583670986,true,0.033669799856334504,0.4725123725467899
2,94,793,107.15557527950496,true,0.01284711420538433,0.3748403013649325
2,95,794,23.50827132753584,true,0.027069384046025026,0.3119218380468132
2,96,795,35.17698696767787,true,0.1609557142373638,0.4917364381449658
2,97,796,58.17398596822795,true,0.07176448649259351,0.4327726145229416
2,98,797,12.064130320737101,true,0.030024133160568494,0.24088728320461816
2,99,798,8.362909492172017,true,0.017226079576860138,0.30689526689279556
2,100,799,52.78269950031461,true,0.03730959870622472,0.2602696945666464
3,1,800,19.480343632320768,true,0.0,0.29985086457640264
3,2,801,160.37937594327627,true,0.0,0.26383363964422185
3,3,802,39.42133655258247,true,0.0,0.3949844601669495
3,4,803,1.8625077330983346,true,0.0,0.35950120332281177
3,5,804,103.55716255329313,true,0.0,0.24916247023882931
3,6,805,43.229671233873134,true,0.0,0.22622136126850714
3,7,806,25.950578041927905,true,0.0,0.31304069066830653
3,8,807,56.03726615891686,true,0.0,0.280381106467993
3,9,808,4.44467752329384,true,0.0,0.3116148029018366
3,10,809,31.758455170347926,true,0.0,0.2266067179778158
3,11,810,140.73199542722764,true,0.0,0.3217495754382195
3,12,811,47.58909800802733,true,0.0,0.2595473099617376
3,13,812,34.61601083022726,true,0.0,0.33347697172700563
3,14,813,12.314385501789861,true,0.0,0.29313410408194646
3,15,814,75.91083078034922,true,0.0,0.3131323272044224
3,16,815,15.770279403342082,true,0.0,0.21588914817369553
3,17,816,69.10385842886917,true,0.0,0.2141846078272567
3,18,817,59.344818059306554,true,0.0,0.28851719054126174
3,19,818,27.515236123519514,true,0.0,0.25191661687253825
3,20,819,121.8670904775287,true,0.0,0.25912749458923384
