customer_id,event,time,queue_length,busy_servers,waiting_time,service_time,system_time
131,departure,170.05372010997715,5,1,5.220996032450358,0.15277934160205303,5.3737753740524
132,service_start,170.05372010997715,4,2,4.646116377677657,6.191793499450725,NaN
137,arrival,170.45582322579722,5,2,NaN,NaN,NaN
130,departure,171.73574086400023,5,1,6.287765768351875,1.9322654266972357,8.220031195049103
133,service_start,171.73574086400023,4,2,6.036175509158085,3.7544927238403263,NaN
138,arrival,172.34850842793222,5,2,NaN,NaN,NaN
139,arrival,174.6254825299078,6,2,NaN,NaN,NaN
140,arrival,175.08731742942516,7,2,NaN,NaN,NaN
141,arrival,175.37041042148726,8,2,NaN,NaN,NaN
133,departure,175.49023358784055,8,1,6.036175509158085,3.7544927238403263,9.7906682329984
134,service_start,175.49023358784055,7,2,8.96092097126882,2.302083232808286,NaN
142,arrival,175.71502777061718,8,2,NaN,NaN,NaN
132,departure,176.24551360942786,8,1,4.646116377677657,6.191793499450725,10.837909877128368
135,service_start,176.24551360942786,7,2,9.444897577393277,0.7956595510658503,NaN
135,departure,177.0411731604937,7,1,9.444897577393277,0.7956595510658503,10.24055712845913
136,service_start,177.0411731604937,6,2,7.551922850790078,3.3585704023046796,NaN
134,departure,177.79231682064884,6,1,8.96092097126882,2.302083232808286,11.263004204077106
137,service_start,177.79231682064884,5,2,7.336493594851618,1.6399107484249884,NaN
143,arrival,178.23852530125475,6,2,NaN,NaN,NaN
144,arrival,178.63059437926026,7,2,NaN,NaN,NaN
145,arrival,178.77989769615886,8,2,NaN,NaN,NaN
137,departure,179.43222756907383,8,1,7.336493594851618,1.6399107484249884,8.976404343276613
138,service_start,179.43222756907383,7,2,7.083719141141614,4.3512021843089945,NaN
136,departure,180.3997435627984,7,1,7.551922850790078,3.3585704023046796,10.910493253094756
139,service_start,180.3997435627984,6,2,5.774261032890593,0.19055398856513017,NaN
139,departure,180.59029755136353,6,1,5.774261032890593,0.19055398856513017,5.964815021455735
140,service_start,180.59029755136353,5,2,5.5029801219383785,1.0335636231329106,NaN
140,departure,181.62386117449645,5,1,5.5029801219383785,1.0335636231329106,6.536543745071299
141,service_start,181.62386117449645,4,2,6.25345075300919,2.4493376814009844,NaN
146,arrival,182.22437781685423,5,2,NaN,NaN,NaN
138,departure,183.78342975338282,5,1,7.083719141141614,4.3512021843089945,11.434921325450603
142,service_start,183.78342975338282,4,2,8.068401982765636,0.23657411314579843,NaN
147,arrival,183.9362729959974,5,2,NaN,NaN,NaN
142,departure,184.0200038665286,5,1,8.068401982765636,0.23657411314579843,8.304976095911428
143,service_start,184.0200038665286,4,2,5.781478565273858,0.1343108552978176,NaN
141,departure,184.07319885589743,4,1,6.25345075300919,2.4493376814009844,8.702788434410166
