time,Think_1,Think_2,Think_3,Hungry_1,Hungry_2,Hungry_3,Eat_1,Eat_2,Eat_3,Fork_1,Fork_2,Fork_3
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.17080231655737774,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.23804479896394154,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.721671701661465,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
